test_id,test_strain,type,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,flavor_1,flavor_2,flavor_3,flavor_4
17637,Blueberry Headband,Hybrid,,,,,,,,,,,,,,,,,
17727,Cataract Kush,Hybrid,,,,,,,,,,,,,,,,,
17823,Sour D*og,Hybrid,,,,,,,,,,,,,,,,,
17983,Electric Larry Land,Hybrid,,,,,,,,,,,,,,,,,
18144,Black Widow,Hybrid,,,,,,,,,,,,,,,,,
18205,Blue Heron,Hybrid,,,,,,,,,,,,,,,,,
18221,Colombian,Hybrid,,,,,,,,,,,,,,,,,
18262,Oregon Lumberjack,Hybrid,,,,,,,,,,,,,,,,,
18285,Texada Timewarp,Hybrid,,,,,,,,,,,,,,,,,
18513,Green Queen,Hybrid,,,,,,,,,,,,,,,,,
18790,Scooby Snacks,Hybrid,,,,,,,,,,,,,,,,,
18806,Orange Dream,Hybrid,,,,,,,,,,,,,,,,,
18843,Purple Skunk,Hybrid,,,,,,,,,,,,,,,,,
18948,Super Star,Hybrid,,,,,,,,,,,,,,,,,
19225,Northern Lights x Big Bud,Hybrid,,,,,,,,,,,,,,,,,
19230,Super Lemon Bubba,Hybrid,,,,,,,,,,,,,,,,,
19439,Cheese Candy,Hybrid,,,,,,,,,,,,,,,,,
19446,Lemon Drop,Hybrid,,,,,,,,,,,,,,,,,
19447,Loud Dream,Hybrid,,,,,,,,,,,,,,,,,
19707,Sweet Tart,Hybrid,,,,,,,,,,,,,,,,,
19733,Strawberry Split,Hybrid,,,,,,,,,,,,,,,,,
19783,Mojo,Hybrid,,,,,,,,,,,,,,,,,
19825,Harley Sue,Hybrid,,,,,,,,,,,,,,,,,
19826,Green Dream,Hybrid,,,,,,,,,,,,,,,,,
20005,Big Blue,Hybrid,,,,,,,,,,,,,,,,,
20011,Double Dream,Hybrid,,,,,,,,,,,,,,,,,
20254,Purple Rhino,Hybrid,,,,,,,,,,,,,,,,,
20342,Pine Berry,,,,,,,,,,,,,,,,,,
20472,American Pie,Hybrid,,,,,,,,,,,,,,,,,
20498,Tangerine Power,Hybrid,,,,,,,,,,,,,,,,,
20553,Huckleberry Kush,Hybrid,,,,,,,,,,,,,,,,,
20573,Dawg Fighter,Hybrid,,,,,,,,,,,,,,,,,
20633,Frankenberry,Hybrid,,,,,,,,,,,,,,,,,
20636,Polar Dawg,Hybrid,,,,,,,,,,,,,,,,,
20812,Bettie Page,Hybrid,,,,,,,,,,,,,,,,,
20993,Boy Scout Cookies,Hybrid,,,,,,,,,,,,,,,,,
21154,Black Cherry,Hybrid,,,,,,,,,,,,,,,,,
21294,Napalm Kush,Hybrid,,,,,,,,,,,,,,,,,
21295,Julius Caesar,Hybrid,,,,,,,,,,,,,,,,,
21315,Amnesia Trance,Hybrid,,,,,,,,,,,,,,,,,
21374,Razzleberry,Hybrid,,,,,,,,,,,,,,,,,
21586,Bullrider,Hybrid,,,,,,,,,,,,,,,,,
21908,Black Swan,Hybrid,,,,,,,,,,,,,,,,,
22342,Lemon Bud,Hybrid,,,,,,,,,,,,,,,,,
22456,Isis,Hybrid,,,,,,,,,,,,,,,,,
22570,Mixed Sativa,Hybrid,,,,,,,,,,,,,,,,,
22702,Alpha Dawg,Hybrid,,,,,,,,,,,,,,,,,
22707,B52,Hybrid,,,,,,,,,,,,,,,,,
22948,Golden OG,Hybrid,,,,,,,,,,,,,,,,,
22971,Willy Nelson,Hybrid,,,,,,,,,,,,,,,,,
23142,Pink Panther,Hybrid,,,,,,,,,,,,,,,,,
23279,White Lotus,Hybrid,,,,,,,,,,,,,,,,,
23331,Jack Flash,Hybrid,,,,,,,,,,,,,,,,,
23545,OG Chem,Hybrid,,,,,,,,,,,,,,,,,
23652,Pink Kush,Hybrid,,,,,,,,,,,,,,,,,
24035,Snow,Hybrid,,,,,,,,,,,,,,,,,
24385,White Skunk,Hybrid,,,,,,,,,,,,,,,,,
24971,Grunk,Hybrid,,,,,,,,,,,,,,,,,
25085,Washington Apple,Hybrid,,,,,,,,,,,,,,,,,
25095,Spicy White Devil,Hybrid,,,,,,,,,,,,,,,,,
25981,Bunker Bud,Hybrid,,,,,,,,,,,,,,,,,
26257,Early Queen,Hybrid,,,,,,,,,,,,,,,,,
26294,Northern Lights x Haze,Hybrid,,,,,,,,,,,,,,,,,
26453,Dream Lotus,Hybrid,,,,,,,,,,,,,,,,,
26498,Snowbud,Hybrid,,,,,,,,,,,,,,,,,
26550,Grape Kush,Hybrid,,,,,,,,,,,,,,,,,
26690,Fruit Bowl,Hybrid,,,,,,,,,,,,,,,,,
26814,Blue Bull,Hybrid,,,,,,,,,,,,,,,,,
27011,Alien OG Kush,Hybrid,,,,,,,,,,,,,,,,,
27058,Bezerker,Hybrid,,,,,,,,,,,,,,,,,
27075,Blue Berries,Hybrid,,,,,,,,,,,,,,,,,
27616,Blueberry Sativa,Hybrid,,,,,,,,,,,,,,,,,
27760,Cookie Cough,Hybrid,,,,,,,,,,,,,,,,,
28045,Tahoe Alien,Hybrid,,,,,,,,,,,,,,,,,
28335,Skittles,Hybrid,,,,,,,,,,,,,,,,,
28357,Platinum Girl Scout,Hybrid,,,,,,,,,,,,,,,,,
28376,Las Vegas Lemon Skunk,Hybrid,,,,,,,,,,,,,,,,,
28435,Atomic Haze,Hybrid,,,,,,,,,,,,,,,,,
28624,Goji OG,Hybrid,,,,,,,,,,,,,,,,,
28776,Swiss Cheese,Hybrid,,,,,,,,,,,,,,,,,
28841,Fire OG Kush,Hybrid,,,,,,,,,,,,,,,,,
28945,Essence,Hybrid,,,,,,,,,,,,,,,,,
29546,Bubba Gum,Hybrid,,,,,,,,,,,,,,,,,
29962,Peacemaker,Hybrid,,,,,,,,,,,,,,,,,
29963,Prezidential Kush,Hybrid,,,,,,,,,,,,,,,,,
29970,Godfather Purps,Hybrid,,,,,,,,,,,,,,,,,
29978,101 Headband,Hybrid,,,,,,,,,,,,,,,,,
30182,Strawberry Cheese Cake,Hybrid,,,,,,,,,,,,,,,,,
30431,Boss Hog,Hybrid,,,,,,,,,,,,,,,,,
30436,Grape Stomper OG,Hybrid,,,,,,,,,,,,,,,,,
30675,Jolly Rancher,Hybrid,,,,,,,,,,,,,,,,,
30905,Grapefruit Kush,Hybrid,,,,,,,,,,,,,,,,,
31008,Chem Diesel,Hybrid,,,,,,,,,,,,,,,,,
31091,Super Sour OG,Hybrid,,,,,,,,,,,,,,,,,
31308,Honey Bananas,Hybrid,,,,,,,,,,,,,,,,,
31472,Alien Asshat,Hybrid,,,,,,,,,,,,,,,,,
31617,Lemon Alien Dawg,Hybrid,,,,,,,,,,,,,,,,,
31788,Crazy Miss Hyde,Hybrid,,,,,,,,,,,,,,,,,
31877,Fruity Juice,Hybrid,,,,,,,,,,,,,,,,,
31931,Platinum Bubba,Hybrid,,,,,,,,,,,,,,,,,
32178,Medical Mass,Hybrid,,,,,,,,,,,,,,,,,
32407,OG Skunk,Hybrid,,,,,,,,,,,,,,,,,
32611,Buddha Cheese,Hybrid,,,,,,,,,,,,,,,,,
32632,BC God Bud,Hybrid,,,,,,,,,,,,,,,,,
32643,Sour OG,Hybrid,,,,,,,,,,,,,,,,,
32658,White Ice,Hybrid,,,,,,,,,,,,,,,,,
33058,Thai Girl,Hybrid,,,,,,,,,,,,,,,,,
33280,Sirius,Hybrid,,,,,,,,,,,,,,,,,
33374,DH OG,Hybrid,,,,,,,,,,,,,,,,,
33628,Black Out,Hybrid,,,,,,,,,,,,,,,,,
33771,Lucky Charms,Hybrid,,,,,,,,,,,,,,,,,
33850,Sour Candy,Hybrid,,,,,,,,,,,,,,,,,
33860,Mastodon Kush,Hybrid,,,,,,,,,,,,,,,,,
33872,Fire Alien Strawberry,Hybrid,,,,,,,,,,,,,,,,,
34046,Sweet Kush,Hybrid,,,,,,,,,,,,,,,,,
34375,King Kong,Hybrid,,,,,,,,,,,,,,,,,
34435,Purple Indica,Hybrid,,,,,,,,,,,,,,,,,
34647,Purple Alien,Hybrid,,,,,,,,,,,,,,,,,
34687,Triple Berry,Hybrid,,,,,,,,,,,,,,,,,
34705,Purple OG #18,Hybrid,,,,,,,,,,,,,,,,,
34806,New York Power Diesel,Hybrid,,,,,,,,,,,,,,,,,
34861,Purple Crack,Hybrid,,,,,,,,,,,,,,,,,
34916,Flow,Hybrid,,,,,,,,,,,,,,,,,
34995,Cheese Cake,Hybrid,,,,,,,,,,,,,,,,,
35046,Big Black Cherry,Hybrid,,,,,,,,,,,,,,,,,
35111,Platinum Jack,Hybrid,,,,,,,,,,,,,,,,,
35277,Guava Chem,Hybrid,,,,,,,,,,,,,,,,,
35283,Raspberry OG,Hybrid,,,,,,,,,,,,,,,,,
35285,Sugar Berry,Hybrid,,,,,,,,,,,,,,,,,
35291,White Lightning,Hybrid,,,,,,,,,,,,,,,,,
35422,Kosher Alien,Hybrid,,,,,,,,,,,,,,,,,
35590,Blueberry Punch,Hybrid,,,,,,,,,,,,,,,,,
35943,Gold King Thai,Hybrid,,,,,,,,,,,,,,,,,
36040,Ultimate Indica,Hybrid,,,,,,,,,,,,,,,,,
36198,Blueberry Hill,Hybrid,,,,,,,,,,,,,,,,,
36279,Big Skunk Korean,Hybrid,,,,,,,,,,,,,,,,,
36400,Sour Apple,Hybrid,,,,,,,,,,,,,,,,,
36476,Strawberries and Cream,Hybrid,,,,,,,,,,,,,,,,,
36479,Strawberry D-Lite,Hybrid,,,,,,,,,,,,,,,,,
36485,Martian Mean Green,Hybrid,,,,,,,,,,,,,,,,,
36485,Martian Mean Green,Hybrid,,,,,,,,,,,,,,,,,
36492,Chunky Cheese,Hybrid,,,,,,,,,,,,,,,,,
36494,LA Chocolat,Hybrid,,,,,,,,,,,,,,,,,
36498,Lost Coast OG,Hybrid,,,,,,,,,,,,,,,,,
36648,Mr. Nice Guy,Hybrid,,,,,,,,,,,,,,,,,
36728,Blue Jack,Hybrid,,,,,,,,,,,,,,,,,
36926,Blue Persuasion,Hybrid,,,,,,,,,,,,,,,,,
36960,The Incredible Bulk,Hybrid,,,,,,,,,,,,,,,,,
37197,Pink 2.0,Hybrid,,,,,,,,,,,,,,,,,
37554,Blue Vortex,Hybrid,,,,,,,,,,,,,,,,,
37680,Critical Jack,Hybrid,,,,,,,,,,,,,,,,,
37717,Blackberry Pie,Hybrid,,,,,,,,,,,,,,,,,
37850,Jawa,Hybrid,,,,,,,,,,,,,,,,,
37977,Orange Turbo,Hybrid,,,,,,,,,,,,,,,,,
38006,White Voodoo,Hybrid,,,,,,,,,,,,,,,,,
38010,Buddha Tahoe OG,Hybrid,,,,,,,,,,,,,,,,,
38364,Tres Star Dawg,Hybrid,,,,,,,,,,,,,,,,,
38425,Afghan Kush,Hybrid,,,,,,,,,,,,,,,,,
38485,Sweet Diesel,Hybrid,,,,,,,,,,,,,,,,,
38493,Cherry Larry,Hybrid,,,,,,,,,,,,,,,,,
38692,Cookies,Hybrid,,,,,,,,,,,,,,,,,
39012,Yumbolt,Hybrid,,,,,,,,,,,,,,,,,
39100,Original Amnesia,Hybrid,,,,,,,,,,,,,,,,,
39234,Blanco Berry Kush,Hybrid,,,,,,,,,,,,,,,,,
39297,Blueberry Essence,Hybrid,,,,,,,,,,,,,,,,,
39371,Caramel Candy Kush,Hybrid,,,,,,,,,,,,,,,,,
39448,Beast Mode OG,Hybrid,,,,,,,,,,,,,,,,,
39770,Black Kush,Hybrid,,,,,,,,,,,,,,,,,
39986,Black Dog,Hybrid,,,,,,,,,,,,,,,,,
39989,747,Hybrid,,,,,,,,,,,,,,,,,
40005,White Castle,Hybrid,,,,,,,,,,,,,,,,,
40273,Yeti OG,Hybrid,,,,,,,,,,,,,,,,,
40298,Tangerine Trainwreck Haze,Sativa,,,,,,,,,,,,,,,,,
40316,Monkey Paw,Hybrid,,,,,,,,,,,,,,,,,
40347,Skunk #2,Hybrid,,,,,,,,,,,,,,,,,
40444,Swiss Tsu 3,Hybrid,,,,,,,,,,,,,,,,,
40529,Tembo Kush,Hybrid,,,,,,,,,,,,,,,,,
40750,Nightmare OG,Hybrid,,,,,,,,,,,,,,,,,
40874,Jagermeister,Hybrid,,,,,,,,,,,,,,,,,
41043,Blood Orange,Hybrid,,,,,,,,,,,,,,,,,
41055,Larry OG,Indica,,,,,,,,,,,,,,,,,
41308,Crunchberry,Hybrid,,,,,,,,,,,,,,,,,
41326,Ron Burgundy,Hybrid,,,,,,,,,,,,,,,,,
41383,Hollywood OG,Hybrid,,,,,,,,,,,,,,,,,
41540,Critical Cheese,Hybrid,,,,,,,,,,,,,,,,,
41635,Vietnamese Black,Hybrid,,,,,,,,,,,,,,,,,
41646,West Seattle,Hybrid,,,,,,,,,,,,,,,,,
41720,Kush Berry,Hybrid,,,,,,,,,,,,,,,,,
42036,Grand Poobah,Hybrid,,,,,,,,,,,,,,,,,
42107,Plane Wreck,Hybrid,,,,,,,,,,,,,,,,,
42467,Cherry Haze,Hybrid,,,,,,,,,,,,,,,,,
43244,Rainbow Sherbert,Hybrid,,,,,,,,,,,,,,,,,
43249,Wedding Cake,Hybrid,,,,,,,,,,,,,,,,,
43388,Orient Express,Hybrid,,,,,,,,,,,,,,,,,
43604,Fallen Angel,Hybrid,,,,,,,,,,,,,,,,,
43625,Medicine Woman,Hybrid,,,,,,,,,,,,,,,,,
43968,Geisha,Hybrid,,,,,,,,,,,,,,,,,
44030,Donkey Dick,Hybrid,,,,,,,,,,,,,,,,,
44296,Herijuana Jack 33,Hybrid,,,,,,,,,,,,,,,,,
44486,Oregon Silver Haze,Hybrid,,,,,,,,,,,,,,,,,
44511,San Fernando OG,Hybrid,,,,,,,,,,,,,,,,,
44520,Mama Thai,Hybrid,,,,,,,,,,,,,,,,,
44754,Lemon Candy,Hybrid,,,,,,,,,,,,,,,,,
44935,Arjan's Strawberry Haze,Hybrid,,,,,,,,,,,,,,,,,
45131,Jack,Hybrid,,,,,,,,,,,,,,,,,
45215,Deep Chunkolate,Hybrid,,,,,,,,,,,,,,,,,
45253,Misty,Hybrid,,,,,,,,,,,,,,,,,
45554,Da Coma,Hybrid,,,,,,,,,,,,,,,,,
45557,Exotic Fighter,Hybrid,,,,,,,,,,,,,,,,,
45562,Twisted Fruit,Hybrid,,,,,,,,,,,,,,,,,
45591,The Sauce,Hybrid,,,,,,,,,,,,,,,,,
45806,Carmelicious,Hybrid,,,,,,,,,,,,,,,,,
45885,Pie Face,Hybrid,,,,,,,,,,,,,,,,,
45901,Purple Pineberry,Hybrid,,,,,,,,,,,,,,,,,
45976,Brian Berry Cough,Hybrid,,,,,,,,,,,,,,,,,
46220,Sapphire Scout,Hybrid,,,,,,,,,,,,,,,,,
46320,Mighty Mite,Hybrid,,,,,,,,,,,,,,,,,
46348,Royal OG,Indica,,,,,,,,,,,,,,,,,
46540,Black Licorice,Hybrid,,,,,,,,,,,,,,,,,
46549,Pink Cookies,Hybrid,,,,,,,,,,,,,,,,,
46682,Sour Pez,Hybrid,,,,,,,,,,,,,,,,,
47147,Banana OG,Hybrid,,,,,,,,,,,,,,,,,
47161,Star Dawg,Hybrid,,,,,,,,,,,,,,,,,
47222,Citrus Haze,Hybrid,,,,,,,,,,,,,,,,,
47525,Blueberry OG,Hybrid,,,,,,,,,,,,,,,,,
47643,StarFruit,Hybrid,,,,,,,,,,,,,,,,,
47675,Kashmir Kush,Hybrid,,,,,,,,,,,,,,,,,
47738,Bubba Cookies,Hybrid,,,,,,,,,,,,,,,,,
47786,Venom OG,Hybrid,,,,,,,,,,,,,,,,,
48715,Sweet Berry,Hybrid,,,,,,,,,,,,,,,,,
48778,Sunset Sherbert,Hybrid,,,,,,,,,,,,,,,,,
48830,Blue Iguana,Hybrid,,,,,,,,,,,,,,,,,
48866,Louis XIII OG,Hybrid,,,,,,,,,,,,,,,,,
49058,BC Timewarp,Hybrid,,,,,,,,,,,,,,,,,
49349,Purple Mango,Hybrid,,,,,,,,,,,,,,,,,
49407,Smarties,Hybrid,,,,,,,,,,,,,,,,,
49526,Lemon OG Kush,Hybrid,,,,,,,,,,,,,,,,,
49533,Terperella,Hybrid,,,,,,,,,,,,,,,,,
49824,Hybrid,Hybrid,,,,,,,,,,,,,,,,,
50002,Phoenix OG,Hybrid,,,,,,,,,,,,,,,,,
50048,Super Lemon Cookies,Hybrid,,,,,,,,,,,,,,,,,
50304,Rawdawg,Hybrid,,,,,,,,,,,,,,,,,
50595,White Rabbit,Hybrid,,,,,,,,,,,,,,,,,
50901,Kali,Hybrid,,,,,,,,,,,,,,,,,
51327,Cherry Wonka,Hybrid,,,,,,,,,,,,,,,,,
51393,The Hulk,Hybrid,,,,,,,,,,,,,,,,,
51402,Fruity OG,Hybrid,,,,,,,,,,,,,,,,,
51508,Big Foot,Hybrid,,,,,,,,,,,,,,,,,
51771,Blueberry Diesel,Hybrid,,,,,,,,,,,,,,,,,
53094,Starfighter F2,Hybrid,,,,,,,,,,,,,,,,,
53200,Grape Romulan,Hybrid,,,,,,,,,,,,,,,,,
54376,Rx,Hybrid,,,,,,,,,,,,,,,,,
54481,Vertigo,Hybrid,,,,,,,,,,,,,,,,,
54492,Afghani #1,Hybrid,,,,,,,,,,,,,,,,,
54720,V3,Hybrid,,,,,,,,,,,,,,,,,
54770,Caribe,Hybrid,,,,,,,,,,,,,,,,,
55269,Banana D,Hybrid,,,,,,,,,,,,,,,,,
55453,Night Queen,Hybrid,,,,,,,,,,,,,,,,,
55823,Critical Skunk,Hybrid,,,,,,,,,,,,,,,,,
55883,Cough,Hybrid,,,,,,,,,,,,,,,,,
56510,Mind Bender,Hybrid,,,,,,,,,,,,,,,,,
56698,Royal Purple Kush,Hybrid,,,,,,,,,,,,,,,,,
56804,Cosmic Charlie,Hybrid,,,,,,,,,,,,,,,,,
56823,Zion,Hybrid,,,,,,,,,,,,,,,,,
56832,Magilla Gorilla,Hybrid,,,,,,,,,,,,,,,,,
56937,White S1,Hybrid,,,,,,,,,,,,,,,,,
56949,Optimus Prime,Hybrid,,,,,,,,,,,,,,,,,
57279,Sour P,Hybrid,,,,,,,,,,,,,,,,,
57402,Cheesecake,Hybrid,,,,,,,,,,,,,,,,,
57676,Strawberry Creme,Hybrid,,,,,,,,,,,,,,,,,
57873,Purple Bubba Kush,Hybrid,,,,,,,,,,,,,,,,,
57899,Guerilla Gold,Hybrid,,,,,,,,,,,,,,,,,
58269,Hawaiian Skunk,Hybrid,,,,,,,,,,,,,,,,,
58345,Black Diesel,Hybrid,,,,,,,,,,,,,,,,,
59259,Jacks Cleaner,Hybrid,,,,,,,,,,,,,,,,,
59723,Super Nova,Hybrid,,,,,,,,,,,,,,,,,
59829,Afghan Ghost,Hybrid,,,,,,,,,,,,,,,,,
59873,SH,Hybrid,,,,,,,,,,,,,,,,,
59922,Lemon Amnesia,Hybrid,,,,,,,,,,,,,,,,,
59942,Happy Daze,Hybrid,,,,,,,,,,,,,,,,,
59960,Sour Grapes,Hybrid,,,,,,,,,,,,,,,,,
60314,U2,Hybrid,,,,,,,,,,,,,,,,,
60488,Ganesh,Hybrid,,,,,,,,,,,,,,,,,
60502,Diesel Fire,Hybrid,,,,,,,,,,,,,,,,,
60676,Blue Thai,Hybrid,,,,,,,,,,,,,,,,,
60966,Cherry Dream,Hybrid,,,,,,,,,,,,,,,,,
60971,Biddy Early,Hybrid,,,,,,,,,,,,,,,,,
61840,Sweet Dreams,Hybrid,,,,,,,,,,,,,,,,,
61947,Purple Panda,Hybrid,,,,,,,,,,,,,,,,,
62017,Aphrodite,Hybrid,,,,,,,,,,,,,,,,,
62071,Purple Sky,Hybrid,,,,,,,,,,,,,,,,,
62259,Easy Rider,Hybrid,,,,,,,,,,,,,,,,,
62348,Clusterfunk,Hybrid,,,,,,,,,,,,,,,,,
62407,Green Alien,Hybrid,,,,,,,,,,,,,,,,,
62472,Big City Lights,Hybrid,,,,,,,,,,,,,,,,,
62481,Super Haze,Hybrid,,,,,,,,,,,,,,,,,
62912,Cherry Bubba Kush,Hybrid,,,,,,,,,,,,,,,,,
62914,Pink Lemonade,Hybrid,,,,,,,,,,,,,,,,,
62956,CBD Bomb,Hybrid,,,,,,,,,,,,,,,,,
63048,Orange Cream,Hybrid,,,,,,,,,,,,,,,,,
63076,Code Blue,Hybrid,,,,,,,,,,,,,,,,,
63209,Royal Dutch,Hybrid,,,,,,,,,,,,,,,,,
63450,CBD Kush,Hybrid,,,,,,,,,,,,,,,,,
63718,Valentine X,Hybrid,,,,,,,,,,,,,,,,,
63852,Stairway To Heaven,Hybrid,,,,,,,,,,,,,,,,,
64230,Orange Widow,Hybrid,,,,,,,,,,,,,,,,,
64256,Platinum Delights,Hybrid,,,,,,,,,,,,,,,,,
64445,DankStar,Hybrid,,,,,,,,,,,,,,,,,
64979,GG #4,Indica,,,,,,,,,,,,,,,,,
65386,Firecracker,Hybrid,,,,,,,,,,,,,,,,,
65396,Afternoon Delight,Hybrid,,,,,,,,,,,,,,,,,
65425,Lucid Dream,Hybrid,,,,,,,,,,,,,,,,,
65635,Animal Pie,Hybrid,,,,,,,,,,,,,,,,,
65891,Platinum GDP,Hybrid,,,,,,,,,,,,,,,,,
66052,Cookie Frost,Hybrid,,,,,,,,,,,,,,,,,
66055,Gorilla Grape,Hybrid,,,,,,,,,,,,,,,,,
66058,Blueberry Cookies,Hybrid,,,,,,,,,,,,,,,,,
66063,Sugaree,Hybrid,,,,,,,,,,,,,,,,,
66078,Chocolate Hashberry,Hybrid,,,,,,,,,,,,,,,,,
66169,Delirium,Hybrid,,,,,,,,,,,,,,,,,
66410,Go Time,Hybrid,,,,,,,,,,,,,,,,,
66667,White Diesel,Hybrid,,,,,,,,,,,,,,,,,
66711,Medicated OG,Hybrid,,,,,,,,,,,,,,,,,
66720,Shishkabarrel OG,Hybrid,,,,,,,,,,,,,,,,,
67015,Royal Cheese,Hybrid,,,,,,,,,,,,,,,,,
67248,Joker,Hybrid,,,,,,,,,,,,,,,,,
67282,Dirty Queen,Hybrid,,,,,,,,,,,,,,,,,
67283,Tree of Life,Hybrid,,,,,,,,,,,,,,,,,
67672,Snoop,Hybrid,,,,,,,,,,,,,,,,,
67842,Purple Jack,Hybrid,,,,,,,,,,,,,,,,,
67919,Boss OG,Hybrid,,,,,,,,,,,,,,,,,
67924,Lamb's Bread,Sativa,,,,,,,,,,,,,,,,,
68076,Charlottes Web,Sativa,,,,,,,,,,,,,,,,,
68219,Blue Cookies,Hybrid,,,,,,,,,,,,,,,,,
68227,Glass Slipper,Hybrid,,,,,,,,,,,,,,,,,
68442,Harle Tsu,Hybrid,,,,,,,,,,,,,,,,,
68666,Hubba Bubba,Hybrid,,,,,,,,,,,,,,,,,
68708,Amsterdam Indica,Hybrid,,,,,,,,,,,,,,,,,
69506,Heaven Mountain,Hybrid,,,,,,,,,,,,,,,,,
69514,Bubblelicious,Hybrid,,,,,,,,,,,,,,,,,
69675,CBD Girl Scout Cookies,Hybrid,,,,,,,,,,,,,,,,,
69678,CBD OG Kush,Hybrid,,,,,,,,,,,,,,,,,
70894,Ghost,Hybrid,,,,,,,,,,,,,,,,,
71279,Pablos Gold,Hybrid,,,,,,,,,,,,,,,,,
71308,Afghan,Hybrid,,,,,,,,,,,,,,,,,
71516,La Nina,Hybrid,,,,,,,,,,,,,,,,,
71659,OG Diesel,Hybrid,,,,,,,,,,,,,,,,,
71776,Cookies & Cream,Hybrid,,,,,,,,,,,,,,,,,
71933,Silvertip,Hybrid,,,,,,,,,,,,,,,,,
72018,White Witch,Hybrid,,,,,,,,,,,,,,,,,
72068,Harlequin Jo,Hybrid,,,,,,,,,,,,,,,,,
72372,Mountain Kush,Hybrid,,,,,,,,,,,,,,,,,
72608,Crippler,Hybrid,,,,,,,,,,,,,,,,,
72688,Blackberry OG,Hybrid,,,,,,,,,,,,,,,,,
72961,Goro,Hybrid,,,,,,,,,,,,,,,,,
73781,Nevada Privada,Hybrid,,,,,,,,,,,,,,,,,
73865,Irie OG,Hybrid,,,,,,,,,,,,,,,,,
73961,Pre-98 Bubba,Indica,,,,,,,,,,,,,,,,,
74036,White Gold,Hybrid,,,,,,,,,,,,,,,,,
74196,Kindness,Hybrid,,,,,,,,,,,,,,,,,
74445,Christmas Cookies,Hybrid,,,,,,,,,,,,,,,,,
74465,707 Headband,Hybrid,,,,,,,,,,,,,,,,,
74582,Mob Boss,Hybrid,,,,,,,,,,,,,,,,,
74643,Grapefruit OG,Inorga,,,,,,,,,,,,,,,,,
74645,Chem Cookies,Hybrid,,,,,,,,,,,,,,,,,
74826,Blue Cream,Hybrid,,,,,,,,,,,,,,,,,
74935,Kush Wreck,Hybrid,,,,,,,,,,,,,,,,,
75377,Bubba Scout,Hybrid,,,,,,,,,,,,,,,,,
75578,Power Africa,Hybrid,,,,,,,,,,,,,,,,,
75653,King Louie XIII,Indica,,,,,,,,,,,,,,,,,
75667,Larry OG Kush,Hybrid,,,,,,,,,,,,,,,,,
76027,Big Perm,Hybrid,,,,,,,,,,,,,,,,,
76070,Sherbert Cookies,Hybrid,,,,,,,,,,,,,,,,,
76554,Blackberry Headband,Hybrid,,,,,,,,,,,,,,,,,
76872,Speedy Chile,Hybrid,,,,,,,,,,,,,,,,,
77484,Orange Fruity Pebbles,Hybrid,,,,,,,,,,,,,,,,,
77708,707 Sour Diesel,Hybrid,,,,,,,,,,,,,,,,,
78128,Northern Lights #6,Hybrid,,,,,,,,,,,,,,,,,
78192,Dank Sinatra,Hybrid,,,,,,,,,,,,,,,,,
78634,Tropical Tang,Hybrid,,,,,,,,,,,,,,,,,
78640,Blueberry Yum Yum,Hybrid,,,,,,,,,,,,,,,,,
78991,Bear OG,Hybrid,,,,,,,,,,,,,,,,,
79047,Harlequin GDP,Hybrid,,,,,,,,,,,,,,,,,
79065,Candy Kush Express,Hybrid,,,,,,,,,,,,,,,,,
79101,Thunderbud,Hybrid,,,,,,,,,,,,,,,,,
79117,Double Dutch,Hybrid,,,,,,,,,,,,,,,,,
79539,Chocolate Covered Strawberries,Hybrid,,,,,,,,,,,,,,,,,
79546,Gummy Bears,Hybrid,,,,,,,,,,,,,,,,,
79556,Bubble Kush,Hybrid,,,,,,,,,,,,,,,,,
79694,New York City Diesel,Hybrid,,,,,,,,,,,,,,,,,
79955,Royal Purple,Hybrid,,,,,,,,,,,,,,,,,
80181,Glue Trap,Hybrid,,,,,,,,,,,,,,,,,
81281,Pakistan Chitral Kush,Hybrid,,,,,,,,,,,,,,,,,
81501,Tina Danza,Hybrid,,,,,,,,,,,,,,,,,
82543,DJ Short,Hybrid,,,,,,,,,,,,,,,,,
82700,SFV,Sativa,,,,,,,,,,,,,,,,,
82720,Purple Magic,Hybrid,,,,,,,,,,,,,,,,,
83411,Northern Lights #1,Hybrid,,,,,,,,,,,,,,,,,
83412,Northern Lights #2,Hybrid,,,,,,,,,,,,,,,,,
83653,Hell Raiser OG,Hybrid,,,,,,,,,,,,,,,,,
83812,Panama,Hybrid,,,,,,,,,,,,,,,,,
83894,Purple Heart,Hybrid,,,,,,,,,,,,,,,,,
83941,Fruity Thai,Hybrid,,,,,,,,,,,,,,,,,
84284,Black Lime Reserve,Hybrid,,,,,,,,,,,,,,,,,
84333,Red Hindu Kush,Hybrid,,,,,,,,,,,,,,,,,
84334,Royal Salute,Hybrid,,,,,,,,,,,,,,,,,
84724,Grim,Hybrid,,,,,,,,,,,,,,,,,
84785,Chrystal,Hybrid,,,,,,,,,,,,,,,,,
85721,Panda OG,Hybrid,,,,,,,,,,,,,,,,,
86474,Cole Train,Hybrid,,,,,,,,,,,,,,,,,
87106,Sour Patch Kiss,Hybrid,,,,,,,,,,,,,,,,,
87109,Blackberry Dream,Hybrid,,,,,,,,,,,,,,,,,
