id,status,sort,name,test_id,slug,image,description,type,crosses,breeder,effects,ailment,flavor,location,terpenes,thc,thca,thcv,cbd,cbda,cbdv,cbn,cbg,cbgm,cbgv,cbc,cbcv,cbv,cbe,cbt,cbl,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,flavor_1,flavor_2,flavor_3,flavor_4
7035,2,0,Blueberry Gum,120937,NULL,NULL,NULL,Hybrid,NULL,G13 Labs,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1778,2,0,Brandywine,121080,NULL,NULL,NULL,Indica,NULL,NULL,"Sleepy, Talkative, Tingly, Uplifted, Euphoric",,,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sleepy, Talkative, Tingly, Uplifted, Euphoric,,,,,,,,,,,,
6585,2,0,Black Cherry Cheesecake,121116,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1876,2,0,Frida,122150,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Happy, Creative, Horny, Uplifted, Anxious","Pain, Inflammation, Stress, Muscle Spasms, Depression","Lemon, Earthy, Pine",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Happy, Creative, Horny, Uplifted, Anxious,,,Pain, Inflammation, Stress, Muscle Spasms, Depression,Lemon, Earthy, Pine,
9305,2,0,Chocolate Skunk,122476,NULL,NULL,NULL,Hybrid,NULL,T.H.Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
4088,2,0,Lemon Burst,123362,NULL,NULL,NULL,Hybrid,NULL,Best Coast Genetics,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
5160,2,0,Blue Phantom,123716,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
3579,2,0,Purple Headband,123823,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1488,2,0,Elphinstone,124043,NULL,NULL,NULL,Hybrid,NULL,Bodhi Seeds,"Happy, Uplifted, Creative, Focused, Relaxed, Anxious","Depression, Pain, Stress","Citrus, Pine",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Happy, Uplifted, Creative, Focused, Relaxed, Anxious,,,Depression, Pain, Stress,,,Citrus, Pine,,
6635,2,0,Suzy Q,124466,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1008,2,0,Soul Assassin OG,124467,NULL,NULL,NULL,Hybrid,NULL,Gabriele,#N/A,,#N/A,",",NULL,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
345,1,0,Rocklock,124559,NULL,NULL,NULL,Hybrid,0,DNA Genetics,"Relaxed, Uplifted, Happy, Euphoric, Sleepy, Dry Mouth, Paranoid","Stress, Depression, Muscle Spasms, Inflammation",Earthy,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Uplifted, Happy, Euphoric, Sleepy, Dry Mouth, Paranoid,,Stress, Depression, Muscle Spasms, Inflammation,,Earthy,,,
7506,2,0,BC Big Bud,124943,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,0,,,
22,1,0,Ambrosia,125073,NULL,NULL,NULL,Hybrid,"139,81",Jordan of the Islands,"Uplifted,Euphoric,Relaxed,Creative,Focused",,#N/A,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Uplifted,Euphoric,Relaxed,Creative,Focused,,,,,,,,,#N/A,,,
5927,2,0,Tahoe Cookies,125168,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
5109,2,0,Gas Chamber,125276,NULL,NULL,NULL,Hybrid,NULL,Exotic Genetix,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
3884,2,0,Glacier OG,125281,NULL,NULL,NULL,Hybrid,NULL,RedEyed Genetics,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1435,2,0,Bangi Haze,125348,NULL,NULL,NULL,Hybrid,NULL,ACE Seeds,"Horny, Uplifted, Euphoric, Hungry","Inflammation, Stress",Berry,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Horny, Uplifted, Euphoric, Hungry,,,,,Inflammation, Stress,,,,Berry,,,
5142,2,0,Big Devil XL,126150,NULL,NULL,NULL,Hybrid,NULL,Sweet Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1581,2,0,Outer Space,127113,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Uplifted, Energetic, Happy, Creative, Euphoric, Dry Mouth, Anxious, Paranoid","Stress, Pain, Depression, Lack of Appetite","Citrus, Sweet, Pine",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Uplifted, Energetic, Happy, Creative, Euphoric, Dry Mouth, Anxious, Paranoid,Stress, Pain, Depression, Lack of Appetite,,Citrus, Sweet, Pine,
712,1,0,Herijuana,127118,NULL,NULL,NULL,Hybrid,,Unknown Breeder,"Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious","Stress, Pain, Insomnia, Depression","Earthy, Pine",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Stress, Pain, Insomnia, Depression,,Earthy, Pine,,
713,1,0,Herijuana,127118,NULL,NULL,NULL,Hybrid,,Unknown Breeder,"Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious","Stress, Pain, Insomnia, Depression","Earthy, Pine",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Stress, Pain, Insomnia, Depression,,Earthy, Pine,,
8248,2,0,Ruderalis Skunk,127132,NULL,NULL,NULL,Hybrid,NULL,Seed Bank,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1585,2,0,Pineapple Haze,127591,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Relaxed, Euphoric, Happy, Uplifted, Focused, Dry Mouth, Paranoid","Depression, Stress, Lack of Appetite","Pineapple, Citrus",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Euphoric, Happy, Uplifted, Focused, Dry Mouth, Paranoid,,Depression, Stress, Lack of Appetite,,,Pineapple, Citrus,,
2766,2,0,Intimidator OG,127843,NULL,NULL,NULL,Hybrid,NULL,Sin City Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
950,2,0,Super Glue,127961,NULL,NULL,NULL,Hybrid,NULL,Organic Gardeners,#N/A,,#N/A,", CA",NULL,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
6468,2,0,White Romulan,128250,NULL,NULL,NULL,Hybrid,NULL,Og Raskal,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
3110,2,0,24K Gold,128839,NULL,NULL,NULL,Hybrid,NULL,Crockett Family Farms,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1540,2,0,Lemon Jack,128978,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Energetic, Happy, Relaxed, Euphoric, Dry Mouth, Anxious, Paranoid","Stress, Depression, Pain","Lemon, Citrus, Earthy",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Energetic, Happy, Relaxed, Euphoric, Dry Mouth, Anxious, Paranoid,,Stress, Depression, Pain,,,Lemon, Citrus, Earthy,
1518,2,0,Jack Smack,128992,NULL,NULL,NULL,Sativa,NULL,NULL,"Energetic, Uplifted, Focused, Happy, Creative, Dry Mouth","Depression, Stress, Lack of Appetite","Blueberry, Earthy",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Energetic, Uplifted, Focused, Happy, Creative, Dry Mouth,,,Depression, Stress, Lack of Appetite,,,Blueberry, Earthy,,
7055,2,0,Blue Barrel OG,129060,NULL,NULL,NULL,Hybrid,NULL,RedEyed Genetics,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
7053,2,0,Double Aurora Borealis,129063,NULL,NULL,NULL,Hybrid,NULL,RedEyed Genetics,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
3639,2,0,Grease Monkey,129081,NULL,NULL,NULL,Hybrid,NULL,Exotic Genetix,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
6900,2,0,Blueberry Pie,129525,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,"Sweet,Chemical,Citrus",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,Sweet,Chemical,Citrus,
6748,2,0,Flubber,129687,NULL,NULL,NULL,Hybrid,NULL,La Plata Labs,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
3239,2,0,Sativa,129901,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
2974,2,0,Citrus Smoothie,130151,NULL,NULL,NULL,Hybrid,NULL,Baked Genetics,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
3955,2,0,8 Mile,130633,NULL,NULL,NULL,Hybrid,NULL,Loud Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
4751,2,0,Tropical Haze,130688,NULL,NULL,NULL,Hybrid,NULL,Al Andalus Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
3636,2,0,Orange Valley OG,130860,NULL,NULL,NULL,Hybrid,NULL,Relentless Genetics,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
3429,2,0,Indica,130918,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
2022,2,0,Pamelina,130954,NULL,NULL,NULL,Indica,NULL,NULL,"Euphoric, Relaxed, Sleepy, Uplifted, Creative, Dry Mouth","Depression, Insomnia, Lack of Appetite, Nausea, Stress",,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Euphoric, Relaxed, Sleepy, Uplifted, Creative, Dry Mouth,,,Depression, Insomnia, Lack of Appetite, Nausea, Stress,,,,
3358,2,0,Alice,131351,NULL,NULL,NULL,Hybrid,NULL,Alpha Kronik Genes,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1496,2,0,Green Haze,131541,NULL,NULL,NULL,Sativa,NULL,NULL,"Happy, Talkative, Creative, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious","Pain, Stress, Nausea, Depression, Lack of Appetite",Earthy,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Happy, Talkative, Creative, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious,Pain, Stress, Nausea, Depression, Lack of Appetite,Earthy,,,
6717,2,0,Game Changer,131866,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
3214,2,0,Queen of Hearts,132327,NULL,NULL,NULL,Hybrid,NULL,NorStar Genetics,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
5705,2,0,Cheshire Kush,132350,NULL,NULL,NULL,Hybrid,NULL,Exclusive Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
5900,2,0,Blackberry Cookies,132507,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
8853,2,0,Blackberry Soda,132619,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
8756,2,0,CBDGOG,132684,NULL,NULL,NULL,Hybrid,NULL,La Plata Labs,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
956,2,0,Blackjack,133158,NULL,NULL,NULL,Hybrid,NULL,The Rising Sun Farm,#N/A,,#N/A,"Mountain Ranch, CA",NULL,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1795,2,0,CBD Critical Cure,133258,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Uplifted, Happy, Hungry, Focused, Dry Mouth, Anxious","Pain, Stress, Inflammation, Muscle Spasms, Depression","Earthy, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Uplifted, Happy, Hungry, Focused, Dry Mouth, Anxious,,Pain, Stress, Inflammation, Muscle Spasms, Depression,Earthy, Sweet,,
440,1,0,Yumboldt,133817,NULL,NULL,NULL,Hybrid,0,Sagarmatha Seeds,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid","Insomnia, Pain, Stress, Depression, Muscle Spasms","Citrus, Earthy, Sweet",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid,,Insomnia, Pain, Stress, Depression, Muscle Spasms,Citrus, Earthy, Sweet,
4256,2,0,ASH,134088,NULL,NULL,NULL,Hybrid,NULL,Mr. Nice,"Relaxed,Happy,Uplifted,Euphoric,Sleepy",,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed,Happy,Uplifted,Euphoric,Sleepy,,,,,,,,,#N/A,,,
7106,2,0,Critical Haze,134097,NULL,NULL,NULL,Hybrid,NULL,Mr. Nice,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
6296,2,0,Crazy Glue,134843,NULL,NULL,NULL,Hybrid,NULL,Stank Bros,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
5494,2,0,Purple Frost,135451,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
9119,2,0,DP,135732,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1763,2,0,Blue Bastard,135894,NULL,NULL,NULL,Indica,NULL,NULL,"Euphoric, Happy, Sleepy, Uplifted, Creative, Dry Mouth, Paranoid","Stress, Insomnia, Pain, Depression, Muscle Spasms","Berry, Pine",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Euphoric, Happy, Sleepy, Uplifted, Creative, Dry Mouth, Paranoid,,Stress, Insomnia, Pain, Depression, Muscle Spasms,Berry, Pine,,
7859,2,0,Thai Lights,136054,NULL,NULL,NULL,Hybrid,NULL,Dr. Atomic,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1847,2,0,Dr. Funk,136333,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Euphoric, Relaxed, Happy, Uplifted, Tingly, Dry Mouth","Stress, Insomnia, Lack of Appetite, Pain, Depression","Earthy, Berry, Blueberry",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Euphoric, Relaxed, Happy, Uplifted, Tingly, Dry Mouth,,,Stress, Insomnia, Lack of Appetite, Pain, Depression,Earthy, Berry, Blueberry,
7583,2,0,Queen,136585,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
4812,2,0,Florida Lemons,136672,NULL,NULL,NULL,Hybrid,NULL,DNA Genetics,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1486,2,0,Electric Lemon G,136914,NULL,NULL,NULL,Hybrid,NULL,T.H.Seeds,"Euphoric, Focused, Energetic, Happy, Uplifted, Dry Mouth, Paranoid, Anxious","Stress, Depression, Pain, Lack of Appetite","Lemon, Citrus, Lime",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Euphoric, Focused, Energetic, Happy, Uplifted, Dry Mouth, Paranoid, Anxious,Stress, Depression, Pain, Lack of Appetite,,Lemon, Citrus, Lime,
6357,2,0,Candy Chem,137043,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
369,1,0,Skunky Diesel,137248,NULL,NULL,NULL,Hybrid,0,,#N/A,,#N/A,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
6221,2,0,Psycho Crack,137829,NULL,NULL,NULL,Hybrid,NULL,Sick Meds Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
553,1,0,Canna Sutra,138056,NULL,NULL,NULL,Hybrid,357,Delta 9,#N/A,,#N/A,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
79,1,0,Buddha's Sister,138611,NULL,NULL,NULL,Hybrid,0,Soma,#N/A,,#N/A,NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
8306,2,0,Mountain Mist,139030,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
6981,2,0,Harlox,140110,NULL,NULL,NULL,Hybrid,NULL,Rare Dankness Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
4098,2,0,Stardust,140466,NULL,NULL,NULL,Hybrid,NULL,Flash Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
5042,2,0,Humboldt Snow,141191,NULL,NULL,NULL,Hybrid,NULL,Purple Caper Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
6926,2,0,Sugar Momma,141355,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,"Earthy,Woody,Citrus",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,Earthy,Woody,Citrus,
7144,2,0,Peyote Purple,141407,NULL,NULL,NULL,Hybrid,NULL,B. Seeds Co.,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
3345,2,0,Alion,141453,NULL,NULL,NULL,Hybrid,NULL,Pacific NW Roots,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
1825,2,0,Crouching Tiger Hidden Alien,141454,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Happy, Euphoric, Tingly, Uplifted, Dry Mouth","Stress, Inflammation, Muscle Spasms, Nausea, Pain","Earthy, Pine",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Happy, Euphoric, Tingly, Uplifted, Dry Mouth,,,Stress, Inflammation, Muscle Spasms, Nausea, Pain,Earthy, Pine,,
5105,2,0,Captain Cook,141465,NULL,NULL,NULL,Hybrid,NULL,Exotic Genetix,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
5440,2,0,Blue Flame,141600,NULL,NULL,NULL,Hybrid,NULL,Gage Green Group,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
2021,2,0,Pakistani Chitral Kush,141726,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Happy, Hungry, Tingly, Uplifted, Dry Mouth","Stress, Insomnia, Pain, Muscle Spasms, Lack of Appetite","Earthy, Sweet, Berry",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Relaxed, Happy, Hungry, Tingly, Uplifted, Dry Mouth,,,Stress, Insomnia, Pain, Muscle Spasms, Lack of Appetite,Earthy, Sweet, Berry,
4960,2,0,Pink Lotus,142477,NULL,NULL,NULL,Hybrid,NULL,Bodhi Seeds,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
778,1,0,Lasqueti Haze,142951,NULL,NULL,NULL,Hybrid,,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
7019,2,0,Maui OG,142976,NULL,NULL,NULL,Hybrid,NULL,Apothecary Seed Company,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
7102,2,0,Lemon Alien,143102,NULL,NULL,NULL,Hybrid,NULL,La Plata Labs,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
280,1,0,Orange Velvet,143572,NULL,NULL,NULL,Hybrid,0,TGA Seeds,#N/A,,#N/A,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,#N/A,,,,,,,,,,,,,#N/A,,,
6789,2,0,Shark Bite,143925,NULL,NULL,NULL,Hybrid,NULL,Short Stuff,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
9030,2,0,420,145434,NULL,NULL,NULL,Hybrid,NULL,Vancouver Island Seed Company,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
2950,2,0,OG Purple Kush,146416,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
4582,2,0,Candy,146811,NULL,NULL,NULL,Hybrid,NULL,Stoney Girl Gardens,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
7018,2,0,Frost Berry,146831,NULL,NULL,NULL,Hybrid,NULL,Apothecary Seed Company,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
3695,2,0,Chocolate Haze,146916,NULL,NULL,NULL,Hybrid,NULL,Royal Queen,#N/A,,#N/A,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,,,,,,,,,,,,,#N/A,,,
