test_id,test_strain,type,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,flavor_1,flavor_2,flavor_3,ailment_count,effects_count,flavor_count
176637,Confidential Cheese,Hybrid,Stress, Pain, Insomnia,None,None,Sleepy, Relaxed, Happy, Hungry, Creative, Dry Mouth, Anxious, Paranoid,Pine, Sweet,None,3,8,2
177591,Golden Tangie,Sativa,None,None,None,None,None,Horny, Energetic, Focused, Happy,None,None,None,None,None,None,None,0,4,0
178339,IG Kush,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Woody,Sweet,0,0,3
182898,El Jefe,Hybrid,Depression, Stress, Pain, Insomnia,None,Relaxed, Euphoric, Tingly, Happy, Creative, Dry Mouth, Paranoid,None,Earthy, Pine,None,4,7,2
182899,Grape Cookies,Hybrid,Stress, Muscle Spasms, Pain, Insomnia,None,Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious,Grape, Sweet, Berry,4,8,3
182906,The Cough,Sativa,Stress, Pain, Depression, Nausea,None,Uplifted, Focused, Relaxed, Hungry, Euphoric, Dry Mouth, Anxious,None,Pine, Citrus,None,4,7,2
183048,Misty Kush,Indica,Muscle Spasms, Pain, Insomnia,None,None,Happy, Euphoric, Relaxed, Uplifted, Talkative, Dry Mouth, Paranoid,None,Sweet, Mango, Lemon,3,7,3
183546,Lemon Cake,Hybrid,Stress,None,None,None,None,Happy, Relaxed, Creative, Energetic, Euphoric,None,None,None,Lemon, Sweet,None,1,5,2
183743,Nicole Kush,Hybrid,Insomnia, Depression,None,None,None,Relaxed, Euphoric, Sleepy, Uplifted, Dry Mouth,None,None,None,Earthy, Sweet,None,2,5,2
187786,Diamond OG,Hybrid,Stress, Pain, Insomnia, Depression, Lack of Appetite,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Pine,None,5,8,2
187955,13,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Honey,Earthy,Woody,0,0,3
189939,Belladonna,Hybrid,None,None,None,None,None,Happy,Sleepy,Giggly,Euphoric,Uplifted,None,None,None,None,None,None,0,5,0
189944,White Haze,Hybrid,Stress, Depression, Lack of Appetite, Nausea,None,Focused, Creative, Energetic, Euphoric, Happy, Dry Mouth,None,None,Lemon, Pine, Citrus,4,6,3
194938,Voodoo,Hybrid,Pain, Insomnia, Stress,None,None,Relaxed, Sleepy, Hungry, Tingly, Euphoric, Dry Mouth, Paranoid, Anxious,Citrus,None,None,3,8,1
197377,Killing Fields,Sativa,Depression, Stress, Pain, Nausea,None,Energetic, Happy, Focused, Euphoric, Uplifted, Dry Mouth, Paranoid,None,Lemon, Citrus,None,4,7,2
197526,Rainbow Jones,Indica,Depression, Stress, Inflammation, Lack of Appetite,None,Relaxed, Euphoric, Focused, Talkative, Uplifted,None,None,None,Earthy, Sweet,None,4,5,2
198555,Crimson Crush,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Flowery,Lavender,Earthy,0,0,3
199382,Iced Widow,Indica,Lack of Appetite, Stress, Pain, Insomnia, Depression,Relaxed, Happy, Talkative, Hungry, Dry Mouth, Anxious,None,None,Earthy, Pine,None,5,6,2
201103,Eran Almog,Hybrid,Stress, Insomnia, Pain, Inflammation, Depression,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid,None,Earthy, Sweet, Citrus,5,7,3
202380,Chocolate Diesel,Hybrid,Stress, Nausea, Pain, Depression,None,Euphoric, Happy, Energetic, Creative, Uplifted, Dry Mouth, Paranoid, Anxious,Pine,None,None,4,8,1
202674,Alien Bubba,Hybrid,Stress, Depression, Pain, Insomnia, Lack of Appetite,Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Anxious,None,Earthy,None,None,5,7,1
202758,Kobain Kush,Hybrid,Pain, Stress, Depression, Insomnia,None,Relaxed, Happy, Sleepy, Euphoric, Hungry, Anxious,None,None,Earthy,None,None,4,6,1
202865,Salmon River OG,Hybrid,Stress, Depression, Pain, Muscle Spasms, Insomnia,Relaxed, Sleepy, Talkative, Happy, Euphoric, Dry Mouth,None,None,Earthy,None,None,5,6,1
203365,Grape Valley Kush,Hybrid,Lack of Appetite, Pain, Muscle Spasms, Inflammation, Depression,Relaxed, Sleepy, Euphoric, Hungry, Creative,None,None,None,Pineapple,None,None,5,5,1
203809,A-Dub,Hybrid,None,None,None,None,None,Relaxed,Happy,Euphoric,Uplifted,Sleepy,None,None,None,Pungent,Skunk,Spicy/Herbal,0,5,3
210141,Cherry Kola,Hybrid,Stress, Depression, Pain, Lack of Appetite, Insomnia,Euphoric, Happy, Relaxed, Uplifted, Dry Mouth, Paranoid, Anxious,None,Berry, Sweet,None,5,7,2
211756,Rare Darkness,Hybrid,Insomnia, Pain, Stress, Muscle Spasms, Inflammation,Relaxed, Sleepy, Euphoric, Hungry, Happy, Dry Mouth, Anxious,None,Grape, Citrus, Sweet,5,7,3
215921,Blue Buddha,Indica,Depression, Insomnia, Lack of Appetite,None,None,Happy, Relaxed, Tingly, Euphoric,None,None,None,None,None,None,None,3,4,0
216859,Candy Jack,Hybrid,Stress, Depression, Lack of Appetite,None,None,Happy, Uplifted, Energetic, Euphoric, Creative, Dry Mouth, Anxious, Paranoid,Sweet, Citrus, Pine,3,8,3
218358,Ultra Sour,Hybrid,Depression, Lack of Appetite, Stress,None,None,Uplifted, Energetic, Creative, Happy, Hungry, Dry Mouth, Anxious,None,Lemon, Skunk,None,3,7,2
218624,Thai Haze,Hybrid,Depression, Stress, Pain, Lack of Appetite, Muscle Spasms,Creative, Energetic, Happy, Horny, Euphoric, Anxious, Dry Mouth,None,Pine, Pepper, Sweet,5,7,3
218708,Clifford,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Berry,Citrus,0,0,3
222254,White Afghani,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Tropical,Pepper,Sweet,0,0,3
223358,Gooberry,Hybrid,Pain, Stress, Nausea, Lack of Appetite, Inflammation,Euphoric, Happy, Relaxed, Horny, Dry Mouth,None,None,None,Berry, Sweet,None,5,5,2
229933,Doctor Doctor,Sativa,Inflammation, Muscle Spasms, Nausea, Pain,None,Relaxed, Uplifted, Focused, Happy, Tingly,None,None,None,Sweet, Strawberry, Citrus,4,5,3
231077,Terminator OG,Indica,Stress, Insomnia, Pain, Muscle Spasms,None,Relaxed, Happy, Sleepy, Creative, Uplifted, Dry Mouth,None,None,Sweet, Pine, Rose,4,6,3
233186,Pinot Noir,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Citrus,Sweet,Orange,0,0,3
233690,Bluniverse,Hybrid,None,None,None,None,None,Euphoric,Uplifted,Happy,Tingly,Creative,None,None,None,Berry,Woody,Earthy,0,5,3
