id,status,sort,name,test_id,slug,image,description,type,crosses,breeder,effects,ailment,flavor,location,terpenes,thc,thca,thcv,cbd,cbda,cbdv,cbn,cbg,cbgm,cbgv,cbc,cbcv,cbv,cbe,cbt,cbl
1908,2,0,Green Dragon,7955,NULL,NULL,NULL,Hybrid,NULL,Master Thai,"Relaxed, Euphoric, Uplifted, Sleepy, Happy, Dry Mouth, Paranoid, Anxious","Pain, Stress, Nausea, Depression","Sweet, Earthy",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7215,2,0,Inferno Haze,7972,NULL,NULL,NULL,Hybrid,NULL,Gage Green Group,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,2,0,Purple Bubba,8022,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Sleepy, Hungry, Happy, Tingly, Dry Mouth","Lack of Appetite, Muscle Spasms, Inflammation, Pain, Stress","Grape, Berry, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,1,0,Tropicali,8085,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7339,2,0,White Fire Alien,8116,NULL,NULL,NULL,Hybrid,NULL,Og Raskal,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,1,0,Huckleberry,8151,NULL,NULL,NULL,Hybrid,0,,NULL,NULL,NULL,NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8838,2,0,Maui Haze,8154,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5855,2,0,Chem Fire,8230,NULL,NULL,NULL,Hybrid,NULL,BC Bud Depot,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8889,2,0,Juggernaut,8240,NULL,NULL,NULL,Hybrid,NULL,TGA Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4224,2,0,KillerSkunk,8256,NULL,NULL,NULL,Hybrid,NULL,Underground Originals,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8588,2,0,Mandala #1,8272,NULL,NULL,NULL,Hybrid,NULL,Mandala Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1,0,Blue Widow,8293,NULL,NULL,NULL,Hybrid,0,,NULL,NULL,NULL,NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
637,1,0,Early Skunk,8317,NULL,NULL,NULL,Hybrid,,Seed Bank,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7109,2,0,Yummy,8349,NULL,NULL,NULL,Hybrid,NULL,Resin Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7799,2,0,Skunk Haze,8350,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5759,2,0,Pineapple Euphoria,8363,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6563,2,0,Sour Pineapple,8367,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6811,2,0,Super Sour Skunk,8370,NULL,NULL,NULL,Hybrid,NULL,HortiLab Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7366,2,0,Thin Mint,8371,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,2,0,Chronic Thunder,8597,NULL,NULL,NULL,Indica,NULL,5 Star Cannabis,"Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious","Insomnia, Pain, Muscle Spasms, Stress, Lack of Appetite",Earthy,"Valley Center, CA",NULL,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7200,2,0,Kaia Kush,8734,NULL,NULL,NULL,Hybrid,NULL,Apothecary Seed Company,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6967,2,0,Loud Scout,8737,NULL,NULL,NULL,Hybrid,NULL,Loud Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,1,0,Mendocino Purps,8746,NULL,NULL,NULL,Hybrid,0,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
186,1,0,Ice Cream,8765,NULL,NULL,NULL,Hybrid,0,Paradise Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1521,2,0,Jacky White,8766,NULL,NULL,NULL,Hybrid,NULL,Paradise Seeds,"Energetic, Relaxed, Happy, Focused, Euphoric, Dry Mouth, Anxious, Paranoid","Stress, Nausea, Depression, Pain",Citrus,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,1,0,Hawaiian,8773,NULL,NULL,NULL,Hybrid,,Super Sativa Seed Club,"Happy, Uplifted, Relaxed, Creative, Talkative, Dry Mouth, Paranoid, Anxious","Stress, Depression, Pain, Lack of Appetite, Nausea","Sweet, Citrus",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7311,2,0,Sweet Skunk Auto,8782,NULL,NULL,NULL,Hybrid,NULL,Sweet Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4469,2,0,Lemon Bomb,8803,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,0,Blue Diesel,8864,NULL,NULL,NULL,Hybrid,0,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2201,2,0,CBD Yummy,8872,NULL,NULL,NULL,Hybrid,NULL,CBD Crew,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,2,0,Emerald Jack,8873,NULL,NULL,NULL,Hybrid,NULL,Emerald Triangle,"Happy, Uplifted, Creative, Horny, Euphoric, Dry Mouth, Anxious, Paranoid","Stress, Depression, Pain, Insomnia","Pine, Earthy, Citrus",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7254,2,0,Silver Bubble,8877,NULL,NULL,NULL,Hybrid,NULL,Reserva Privada,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7568,2,0,K2,8966,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7524,2,0,Special K,8977,NULL,NULL,NULL,Hybrid,NULL,Sagarmatha Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6751,2,0,Cannalope Kush,8985,NULL,NULL,NULL,Hybrid,NULL,DNA Genetics,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3628,2,0,Lemon Sour Diesel,8991,NULL,NULL,NULL,Hybrid,NULL,Med-Man Brand,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8809,2,0,Apple Jack,9028,NULL,NULL,NULL,Hybrid,NULL,Seedism,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7159,2,0,DeadHead OG,9044,NULL,NULL,NULL,Hybrid,NULL,The Cali Connection,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,1,0,Northern Berry,9048,NULL,NULL,NULL,Hybrid,,Peak Seeds,"Relaxed, Sleepy, Happy, Euphoric, Tingly, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Depression, Inflammation","Berry, Sweet, Earthy",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
545,1,0,California Orange,9126,NULL,NULL,NULL,Hybrid,"5, 10, 548",,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
266,1,0,Northern Lights #5,9187,NULL,NULL,NULL,Hybrid,0,Sensi Seeds,"Relaxed, Euphoric, Happy, Focused, Uplifted, Dry Mouth, Paranoid","Pain, Stress, Insomnia, Inflammation, Nausea","Sweet, Pine, Citrus",NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9022,2,0,Grape,9223,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,2,0,Medusa,9228,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,"Richmond, CA",NULL,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,1,0,Black Russian,9237,NULL,NULL,NULL,Hybrid,96,Nebu,"Relaxed, Euphoric, Uplifted, Happy, Sleepy, Dry Mouth, Paranoid","Stress, Insomnia, Lack of Appetite, Nausea","Citrus, Earthy, Lemon",NULL,NULL,127,NULL,NULL,6,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
718,1,0,Hollands Hope,9249,NULL,NULL,NULL,Hybrid,,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4184,2,0,Garlic Breath,9415,NULL,NULL,NULL,Hybrid,NULL,CannaVenture,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7362,2,0,B.C. Kush,9435,NULL,NULL,NULL,Hybrid,NULL,Next Generation Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6133,2,0,Sour Lemon Haze,9443,NULL,NULL,NULL,Hybrid,NULL,Cannabella Seed Club,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124,2,0,Golden Pineapple,9494,NULL,NULL,NULL,Hybrid,NULL,WallyDuck Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,1,0,Blue Russian,9521,NULL,NULL,NULL,Hybrid,520,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1298,2,0,Jilly Bean,9527,NULL,NULL,NULL,Hybrid,NULL,Holistic Healing Collective,NULL,NULL,NULL,"Richmond, CA",NULL,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,2,0,9 Pound Hammer,9532,NULL,NULL,NULL,Hybrid,NULL,TGA Seeds,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious","Stress, Pain, Insomnia, Depression, Muscle Spasms","Earthy, Sweet, Berry","Glendora, CA",NULL,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4355,2,0,Grand Daddy Urkle,9745,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,1,0,AMS,9750,NULL,NULL,NULL,Hybrid,,Greenhouse,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5221,2,0,Jazz,9751,NULL,NULL,NULL,Hybrid,NULL,Dr. Greenthumb Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,2,0,Blue Lights,9759,NULL,NULL,NULL,Indica,NULL,NULL,"Euphoric, Relaxed, Energetic, Talkative, Dry Mouth, Paranoid","Stress, Depression, Insomnia, Nausea, Pain","Blueberry, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,2,0,Frankenstein,9774,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Relaxed, Sleepy, Creative, Tingly, Focused, Dry Mouth, Anxious","Stress, Insomnia, Pain, Depression, Lack of Appetite","Earthy, Skunk",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,2,0,Supernatural,9880,NULL,NULL,NULL,Hybrid,NULL,Exotic Genetix,"Euphoric, Relaxed, Happy, Energetic, Horny, Dry Mouth","Stress, Lack of Appetite","Citrus, Earthy",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,0,Atomic Northern Lights,9893,NULL,NULL,NULL,Hybrid,0,Dr. Atomic,NULL,NULL,NULL,", CA",NULL,1100,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7395,2,0,Canna-Tsu,9894,NULL,NULL,NULL,Hybrid,NULL,Southern Humboldt Seed Collective,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,1,0,Platinum Bubba Kush,9901,NULL,NULL,NULL,Indica,0,Holistic Healing Collective,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid","Pain, Stress, Insomnia, Depression, Inflammation",Earthy,"Richmond, CA",NULL,1700,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1667,2,0,Swiss Gold,9905,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Relaxed, Happy, Focused, Uplifted, Hungry, Dry Mouth, Paranoid, Anxious","Pain, Stress, Depression, Inflammation","Citrus, Berry",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,1,0,Purple Sour Diesel,9940,NULL,NULL,NULL,,0,PAPA GANJA,NULL,NULL,NULL,"Lake Forest, CA",NULL,1100,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1771,2,0,Blue Power,9954,NULL,NULL,NULL,Hybrid,NULL,Sin City Seeds,"Relaxed, Happy, Sleepy, Hungry, Uplifted, Dry Mouth, Paranoid","Stress, Insomnia, Depression, Lack of Appetite, Nausea","Berry, Earthy",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1,0,Jillybean,9990,NULL,NULL,NULL,Hybrid,"349,103",TGA,NULL,NULL,NULL,NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8303,2,0,Thai Stick,9995,NULL,NULL,NULL,Hybrid,NULL,Dr. Atomic,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5671,2,0,Super Lemon OG,10156,NULL,NULL,NULL,Hybrid,NULL,DNA Genetics,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6467,2,0,White Super Skunk,10243,NULL,NULL,NULL,Hybrid,NULL,Og Raskal,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,2,0,Grendel,10445,NULL,NULL,NULL,Hybrid,NULL,TreeTown Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,1,0,Power Plant,10502,NULL,NULL,NULL,Hybrid,0,Dutch Passion Seed Company,"Happy, Uplifted, Relaxed, Euphoric, Energetic, Dry Mouth, Paranoid","Pain, Stress, Depression, Inflammation",Earthy,", CA",NULL,1200,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8411,2,0,Opium,10503,NULL,NULL,NULL,Hybrid,NULL,Paradise Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,2,0,Skunk 47,10504,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Happy, Uplifted, Euphoric, Sleepy, Dry Mouth","Pain, Depression, Stress, Nausea","Earthy, Skunk",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1,0,Heavy Duty Fruity,10516,NULL,NULL,NULL,Hybrid,0,ThSeeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
547,1,0,C4,10527,NULL,NULL,NULL,Hybrid,363,Chimera Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1120,2,0,Green Ribbon,10627,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,"Richmond, CA",NULL,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5307,2,0,Sour Chiesel,10634,NULL,NULL,NULL,Hybrid,NULL,Big Buddha Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,1,0,Qrazy Train,10659,NULL,NULL,NULL,Hybrid,0,TGA Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
920,2,0,Wonder Woman,10662,NULL,NULL,NULL,Hybrid,NULL,Nirvana,NULL,NULL,NULL,"Lakeside, CA",NULL,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6725,2,0,Betsy,10663,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7700,2,0,Durban,10667,NULL,NULL,NULL,Hybrid,NULL,Sensi Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2765,2,0,Petroleum Nightmare,10673,NULL,NULL,NULL,Hybrid,NULL,Sin City Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7950,2,0,Sweet Skunk,10718,NULL,NULL,NULL,Hybrid,NULL,Spice of Life Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,2,0,NYPD,10764,NULL,NULL,NULL,Sativa,NULL,NULL,"Uplifted, Relaxed, Happy, Energetic, Euphoric, Anxious, Dry Mouth, Paranoid","Stress, Depression, Pain",Earthy,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7293,2,0,Micky Kush,10835,NULL,NULL,NULL,Hybrid,NULL,TGA Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7012,2,0,Blueberry Cheesecake,10860,NULL,NULL,NULL,Hybrid,NULL,Oregon Microgrowers Guild,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7340,2,0,Fire Alien Kush,10866,NULL,NULL,NULL,Hybrid,NULL,Og Raskal,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1,0,Black Jack,10931,NULL,NULL,NULL,Hybrid,0,Sweet Seeds,NULL,NULL,NULL,"Pomona, CA",NULL,1800,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5210,2,0,White Domina,10954,NULL,NULL,NULL,Hybrid,NULL,ABC Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6747,2,0,QuickSilver,10983,NULL,NULL,NULL,Hybrid,NULL,SnowHigh Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,2,0,Space Jill,10997,NULL,NULL,NULL,Sativa,NULL,NULL,"Creative, Focused, Energetic, Uplifted, Euphoric, Dry Mouth, Paranoid","Pain, Stress, Depression, Nausea",,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,2,0,White Kush,11047,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Sleepy, Relaxed, Hungry, Horny, Happy, Dry Mouth, Paranoid, Anxious","Insomnia, Pain, Stress, Depression, Lack of Appetite","Berry, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,2,0,Sour D,11056,NULL,NULL,NULL,Sativa,NULL,Slap Happy Meds,NULL,NULL,NULL,", CA",NULL,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,2,0,Cherry Cookies,11075,NULL,NULL,NULL,Hybrid,NULL,Purple Caper Seeds,NULL,NULL,NULL,"Richmond, CA",NULL,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,2,0,Black Berry,11082,NULL,NULL,NULL,Hybrid,NULL,Apothecary Seed Company,NULL,NULL,NULL,"Gardena, CA",NULL,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2532,2,0,Cash,11086,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1,0,Fruity Pebbles,11108,NULL,NULL,NULL,Hybrid,0,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
142,1,0,Goo,11111,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,"Sleepy, Relaxed, Hungry, Euphoric, Happy, Dry Mouth, Paranoid","Pain, Stress, Insomnia, Lack of Appetite, Muscle Spasms","Berry, Sweet, Blueberry","Morongo Basin, CA",NULL,1300,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1801,2,0,Chemo,11113,NULL,NULL,NULL,Hybrid,NULL,Federation Seed Company,"Relaxed, Sleepy, Happy, Hungry, Euphoric, Dry Mouth, Paranoid","Insomnia, Pain, Stress, Lack of Appetite, Depression","Earthy, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,1,0,True OG,11118,NULL,NULL,NULL,Indica,0,Caveman,"Relaxed, Euphoric, Sleepy, Happy, Focused, Dry Mouth, Anxious","Stress, Insomnia, Pain, Depression","Earthy, Pine","Corona, CA",NULL,2100,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,1,0,Afghan Diesel,11141,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1022,2,0,Royal Kush,11162,NULL,NULL,NULL,Hybrid,NULL,G13 Labs,NULL,NULL,NULL,"San Juan Capistrano, CA",NULL,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,2,0,Deep Sleep,11209,NULL,NULL,NULL,Indica,NULL,PAPA GANJA,"Relaxed, Sleepy, Euphoric, Happy, Tingly, Dry Mouth, Anxious","Pain, Insomnia, Depression, Lack of Appetite, Nausea","Earthy, Sweet, Pine","Lake Forest, CA",NULL,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,2,0,OG,11457,NULL,NULL,NULL,Hybrid,NULL,skunkworx pharms,NULL,NULL,NULL,", CA",NULL,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1,0,Golden Goat,11482,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,NULL,NULL,NULL,"Richmond, CA",NULL,1400,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
356,1,0,SFV OG,11536,NULL,NULL,NULL,Hybrid,0,The Cali Connection,NULL,NULL,NULL,"Beckwourth, CA",NULL,1800,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7949,2,0,Matanuska Thunder,11633,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1,0,Hawaiian Delight,11644,NULL,NULL,NULL,Indica,0,,"Happy, Relaxed, Horny, Uplifted, Euphoric, Dry Mouth, Paranoid","Pain, Stress, Nausea, Depression",Sweet,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
324,1,0,Purple Nepal,11656,NULL,NULL,NULL,Hybrid,0,Bald Man Lala,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid","Stress, Insomnia, Pain, Depression","Grape, Berry",NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1848,2,0,Dream Berry,11745,NULL,NULL,NULL,Hybrid,NULL,Apothecary Seed Company,"Relaxed, Sleepy, Euphoric, Happy, Dry Mouth","Pain, Depression, Stress, Insomnia, Lack of Appetite","Berry, Citrus",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,2,0,Gorilla Glue,11770,NULL,NULL,NULL,Hybrid,NULL,AFFCO,NULL,NULL,NULL,"Los Angeles, CA",NULL,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,2,0,Blue Moonshine,11786,NULL,NULL,NULL,Hybrid,NULL,DJ Short,"Relaxed, Happy, Euphoric, Uplifted, Energetic, Dry Mouth, Paranoid","Stress, Pain, Depression, Insomnia, Lack of Appetite","Berry, Earthy, Pine",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6204,2,0,Grape OG,11838,NULL,NULL,NULL,Hybrid,NULL,The Cali Connection,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6466,2,0,White Urkle,11856,NULL,NULL,NULL,Hybrid,NULL,Og Raskal,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
