id,status,sort,name,test_id,slug,image,description,type,crosses,breeder,effects,ailment,flavor,location,terpenes,thc,thca,thcv,cbd,cbda,cbdv,cbn,cbg,cbgm,cbgv,cbc,cbcv,cbv,cbe,cbt,cbl
5730,2,0,Dream Lotus,26453,NULL,NULL,NULL,Hybrid,NULL,Bodhi Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6854,2,0,Snowbud,26498,NULL,NULL,NULL,Hybrid,NULL,Dutch Passion Seed Company,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,2,0,Harle-Tsu,26505,NULL,NULL,NULL,Hybrid,NULL,Southern Humboldt Seed Collective,NULL,NULL,NULL,"Los Angeles, CA",NULL,300,0,0,900,0,0,90000,0,0,0,0,0,0,0,0,0
1699,2,0,Willy Wonka,26528,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Happy, Talkative, Energetic, Euphoric, Uplifted, Dry Mouth, Paranoid","Stress, Depression, Pain","Sweet, Mint, Pine",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1,0,Grape Kush,26550,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
659,1,0,Fruit Bowl,26690,NULL,NULL,NULL,Hybrid,,Sunshine Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4588,2,0,Blue Bull,26814,NULL,NULL,NULL,Hybrid,NULL,Stoney Girl Gardens,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7348,2,0,Alien OG Kush,27011,NULL,NULL,NULL,Hybrid,NULL,The Cali Connection,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,2,0,Somango,27013,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Happy, Uplifted, Focused, Sleepy, Dry Mouth, Paranoid","Pain, Stress, Insomnia, Lack of Appetite, Depression","Mango, Earthy, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,2,0,Bezerker,27058,NULL,NULL,NULL,Hybrid,NULL,SnowHigh Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7943,2,0,Blue Berries,27075,NULL,NULL,NULL,Hybrid,NULL,Black Label,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,2,0,Danky Doodle,27139,NULL,NULL,NULL,Indica,NULL,NULL,"Euphoric, Happy, Uplifted, Horny, Energetic, Dry Mouth, Paranoid","Stress, Pain, Depression, Insomnia, Nausea","Sweet, Skunk",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,2,0,Dr. Grinspoon,27563,NULL,NULL,NULL,Sativa,NULL,NULL,"Energetic, Euphoric, Uplifted, Happy, Creative, Dry Mouth, Paranoid","Depression, Stress, Pain","Citrus, Earthy",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8184,2,0,Blueberry Sativa,27616,NULL,NULL,NULL,Hybrid,NULL,DJ Short,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,1,0,Purple Dream,27657,NULL,NULL,NULL,Hybrid,0,The Global Seedbank,NULL,NULL,NULL,NULL,NULL,127,NULL,NULL,40,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1553,2,0,Mango Haze,27756,NULL,NULL,NULL,Hybrid,NULL,Shantibaba,"Happy, Uplifted, Relaxed, Euphoric, Energetic, Dry Mouth, Anxious","Stress, Depression, Pain, Lack of Appetite","Mango, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4605,2,0,Cookie Cough,27760,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7192,2,0,Tahoe Alien,28045,NULL,NULL,NULL,Hybrid,NULL,Alien Genetics,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,2,0,Skittles,28335,NULL,NULL,NULL,Hybrid,NULL,OMG PMO Collective,NULL,NULL,NULL,"Sherman Oaks, CA",NULL,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,2,0,Platinum Girl Scout,28357,NULL,NULL,NULL,Hybrid,NULL,The Health Center,NULL,NULL,NULL,"Lancaster, CA",NULL,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7210,2,0,Las Vegas Lemon Skunk,28376,NULL,NULL,NULL,Hybrid,NULL,Lemon Man,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7994,2,0,Atomic Haze,28435,NULL,NULL,NULL,Hybrid,NULL,Dr. Atomic,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,2,0,Kona Gold,28464,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,"Happy, Energetic, Uplifted, Creative, Euphoric, Dry Mouth, Anxious, Paranoid","Depression, Stress, Nausea, Pain","Sweet, Honey",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7250,2,0,Goji OG,28624,NULL,NULL,NULL,Hybrid,NULL,Bodhi Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6985,2,0,Swiss Cheese,28776,NULL,NULL,NULL,Hybrid,NULL,Nirvana,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7361,2,0,Fire OG Kush,28841,NULL,NULL,NULL,Hybrid,NULL,Og Raskal,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,1,0,Sour Dream,28926,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5113,2,0,Essence,28945,NULL,NULL,NULL,Hybrid,NULL,Exotic Genetix,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,2,0,Silver Kush,29270,NULL,NULL,NULL,Hybrid,NULL,Reserva Privada,"Relaxed, Happy, Uplifted, Creative, Talkative, Dry Mouth, Paranoid","Stress, Depression, Pain, Lack of Appetite, Muscle Spasms","Earthy, Citrus",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,2,0,Strawberry Banana,29544,NULL,NULL,NULL,Hybrid,NULL,Reserva Privada,NULL,NULL,NULL,"Los Angeles, CA",NULL,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8882,2,0,Bubba Gum,29546,NULL,NULL,NULL,Hybrid,NULL,TGA Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,2,0,Hurricane,29685,NULL,NULL,NULL,Sativa,NULL,NULL,"Euphoric, Happy, Relaxed, Energetic, Uplifted, Dry Mouth, Anxious","Stress, Pain, Nausea, Depression","Sweet, Grape",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7416,2,0,Ghost OG,29911,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3602,2,0,Peacemaker,29962,NULL,NULL,NULL,Hybrid,NULL,Gage Green Group,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7389,2,0,Prezidential Kush,29963,NULL,NULL,NULL,Hybrid,NULL,MTG Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6627,2,0,Godfather Purps,29970,NULL,NULL,NULL,Hybrid,NULL,MTG Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7277,2,0,101 Headband,29978,NULL,NULL,NULL,Hybrid,NULL,MTG Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,1,0,Sour Alien,30026,NULL,NULL,NULL,Hybrid,378,The Cali Connection,NULL,NULL,NULL,NULL,NULL,127,NULL,NULL,20,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1142,2,0,Strawberry Cheese Cake,30182,NULL,NULL,NULL,Hybrid,NULL,Mad Scientist Genetics,NULL,NULL,NULL,"Bakersfield, CA",NULL,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,1,0,Walrus Kush,30211,NULL,NULL,NULL,Hybrid,0,,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1928,2,0,Honey Boo Boo,30260,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Sleepy, Euphoric, Tingly, Uplifted, Dry Mouth, Anxious","Pain, Stress, Depression, Lack of Appetite","Honey, Citrus, Lemon",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,1,0,J1,30261,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,NULL,NULL,NULL,"Lake Forest, CA",NULL,1100,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201,2,0,Boss Hog,30431,NULL,NULL,NULL,Hybrid,NULL,The Cali Connection,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,2,0,Strawberry Frost,30434,NULL,NULL,NULL,Indica,NULL,NULL,"Happy, Horny, Relaxed, Hungry, Dry Mouth","Depression, Stress, Lack of Appetite","Sweet, Strawberry, Earthy",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6071,2,0,Grape Stomper OG,30436,NULL,NULL,NULL,Hybrid,NULL,Gage Green Group,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,2,0,Jolly Rancher,30675,NULL,NULL,NULL,Hybrid,NULL,Spice of Life Seeds,NULL,NULL,NULL,"Richmond, CA",NULL,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7365,2,0,Grapefruit Kush,30905,NULL,NULL,NULL,Hybrid,NULL,Next Generation Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4135,2,0,Chem Diesel,31008,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6878,2,0,Super Sour OG,31091,NULL,NULL,NULL,Hybrid,NULL,Emerald Triangle,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5537,2,0,Honey Bananas,31308,NULL,NULL,NULL,Hybrid,NULL,Elemental Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4073,2,0,Alien Asshat,31472,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7189,2,0,Lemon Alien Dawg,31617,NULL,NULL,NULL,Hybrid,NULL,Alien Genetics,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5492,2,0,Crazy Miss Hyde,31788,NULL,NULL,NULL,Hybrid,NULL,Samsara Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,1,0,Fruity Juice,31877,NULL,NULL,NULL,Hybrid,,Sensi,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
295,1,0,Platinum Bubba,31931,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,NULL,NULL,NULL,"Baltimore, MD",NULL,1600,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3683,2,0,Medical Mass,32178,NULL,NULL,NULL,Hybrid,NULL,Royal Queen,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5546,2,0,OG Skunk,32407,NULL,NULL,NULL,Hybrid,NULL,DNA Genetics,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,1,0,Buddha Cheese,32611,NULL,NULL,NULL,Hybrid,,,NULL,NULL,NULL,NULL,NULL,127,NULL,NULL,20,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9240,2,0,BC God Bud,32632,NULL,NULL,NULL,Hybrid,NULL,BC Bud Depot,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,1,0,Sour OG,32643,NULL,NULL,NULL,Hybrid,0,The Cali Connection,NULL,NULL,NULL,"Corona, CA",NULL,1600,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8772,2,0,White Ice,32658,NULL,NULL,NULL,Hybrid,NULL,White Label Co.,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,2,0,California Hash Plant,32660,NULL,NULL,NULL,Indica,NULL,NULL,"Sleepy, Hungry, Relaxed",Stress,Citrus,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,2,0,MediHaze,32694,NULL,NULL,NULL,Sativa,NULL,NULL,"Happy, Focused, Uplifted, Relaxed, Energetic, Anxious, Dry Mouth, Paranoid","Pain, Stress, Depression, Inflammation, Nausea","Pine, Earthy, Citrus",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,1,0,Yoda OG,32756,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,"Relaxed, Sleepy, Euphoric, Hungry, Happy, Anxious, Dry Mouth","Stress, Pain, Insomnia, Depression",Earthy,NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2833,2,0,Thai Girl,33058,NULL,NULL,NULL,Hybrid,NULL,Top Dawg Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4169,2,0,Atomic,33071,NULL,NULL,NULL,Hybrid,NULL,Bomb Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3063,2,0,Sirius,33280,NULL,NULL,NULL,Hybrid,NULL,South Fork Seed Collective,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3583,2,0,DH OG,33374,NULL,NULL,NULL,Hybrid,NULL,Scorpion Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7220,2,0,Black Out,33628,NULL,NULL,NULL,Hybrid,NULL,Mystic Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7132,2,0,Lucky Charms,33771,NULL,NULL,NULL,Hybrid,NULL,Bodhi Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6157,2,0,Sour Candy,33850,NULL,NULL,NULL,Hybrid,NULL,G13 Labs,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6974,2,0,Mastodon Kush,33860,NULL,NULL,NULL,Hybrid,NULL,Emerald Triangle,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6471,2,0,Fire Alien Strawberry,33872,NULL,NULL,NULL,Hybrid,NULL,Og Raskal,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,2,0,Dutch Haze,34012,NULL,NULL,NULL,Hybrid,NULL,Dutch Passion Seed Company,"Energetic, Creative, Happy, Horny, Uplifted",,"Citrus, Earthy",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,1,0,Crystal,34039,NULL,NULL,NULL,Hybrid,"436, 267",Nirvana,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
399,1,0,Sweet Kush,34046,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8965,2,0,Mindbender,34240,NULL,NULL,NULL,Hybrid,NULL,Dutch Passion Seed Company,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1,0,King Kong,34375,NULL,NULL,NULL,Hybrid,0,Dr. Underground,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
128,1,0,Euphoria,34382,NULL,NULL,NULL,Hybrid,0,Royal Queen,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
912,2,0,Phantom OG,34420,NULL,NULL,NULL,Indica,NULL,N.E.,"Euphoric, Relaxed, Hungry, Happy, Focused, Dry Mouth, Paranoid, Anxious","Depression, Pain, Insomnia, Lack of Appetite","Earthy, Lemon","Downey, CA",NULL,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9156,2,0,Purple Indica,34435,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,2,0,Lemon Thai,34579,NULL,NULL,NULL,Hybrid,NULL,Dutch Flowers,"Happy, Talkative, Relaxed, Sleepy, Uplifted, Dry Mouth, Anxious, Paranoid","Stress, Pain, Depression, Lack of Appetite","Lemon, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,2,0,91 Krypt,34612,NULL,NULL,NULL,Indica,NULL,NULL,"Relaxed, Tingly, Happy, Hungry, Talkative, Dry Mouth","Stress, Depression, Lack of Appetite, Nausea","Earthy, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5002,2,0,Purple Alien,34647,NULL,NULL,NULL,Hybrid,NULL,Purple Caper Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6657,2,0,Triple Berry,34687,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7182,2,0,Purple OG #18,34705,NULL,NULL,NULL,Hybrid,NULL,Reserva Privada,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,2,0,Full Moon,34788,NULL,NULL,NULL,Hybrid,NULL,Sativa Seedbank,"Happy, Energetic, Uplifted, Horny, Creative","Depression, Stress, Lack of Appetite",Ammonia,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5677,2,0,New York Power Diesel,34806,NULL,NULL,NULL,Hybrid,NULL,Sativa Seedbank,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,2,0,Caramelo,34850,NULL,NULL,NULL,Hybrid,NULL,Delicious Seeds,"Happy, Euphoric, Energetic, Focused, Uplifted, Dry Mouth","Stress, Pain, Depression, Lack of Appetite","Sweet, Lavender",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6494,2,0,Purple Crack,34861,NULL,NULL,NULL,Hybrid,NULL,The Cali Connection,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8226,2,0,Flow,34916,NULL,NULL,NULL,Hybrid,NULL,Sagarmatha Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,2,0,Cheese Cake,34995,NULL,NULL,NULL,Hybrid,NULL,Mad Scientist,NULL,NULL,NULL,"Bakersfield, CA",NULL,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8032,2,0,Northern Light,35041,NULL,NULL,NULL,Hybrid,NULL,Female Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2779,2,0,Big Black Cherry,35046,NULL,NULL,NULL,Hybrid,NULL,Hugo Ramirez,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,2,0,Platinum Jack,35111,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,"Richmond, CA",NULL,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6817,2,0,Guava Chem,35277,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4470,2,0,Raspberry OG,35283,NULL,NULL,NULL,Hybrid,NULL,Apothecary Seed Company,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8694,2,0,Sugar Berry,35285,NULL,NULL,NULL,Hybrid,NULL,Joey Weed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7900,2,0,White Lightning,35291,NULL,NULL,NULL,Hybrid,NULL,BC Seed Company,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,Afghani Bullrider,35413,NULL,NULL,NULL,Hybrid,0,Unknown Breeder,"Uplifted, Relaxed, Happy, Euphoric, Dry Mouth, Paranoid","Stress, Depression, Insomnia, Pain","Sweet, Pine, Earthy",NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5842,2,0,Kosher Alien,35422,NULL,NULL,NULL,Hybrid,NULL,Pacific NW Roots,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,2,0,Memory Loss,35424,NULL,NULL,NULL,Hybrid,NULL,Archive Seed Bank,"Uplifted, Happy, Talkative, Focused, Creative, Dry Mouth, Anxious","Stress, Depression, Pain, Nausea","Earthy, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,1,0,Blueberry Punch,35590,NULL,NULL,NULL,Hybrid,"66, 349",Next Generation Seeds,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6008,2,0,Sour Cookies,35885,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,2,0,Gold King Thai,35943,NULL,NULL,NULL,Hybrid,NULL,Gold King,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8119,2,0,Ultimate Indica,36040,NULL,NULL,NULL,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,2,0,Trash,36105,NULL,NULL,NULL,Hybrid,NULL,Holistic Healing Collective,NULL,NULL,NULL,"Richmond, CA",NULL,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,2,0,Punky Lion,36132,NULL,NULL,NULL,Hybrid,NULL,Samsara Seeds,"Relaxed, Sleepy, Hungry, Euphoric, Tingly, Paranoid, Dry Mouth","Stress, Depression, Muscle Spasms, Pain","Earthy, Sweet",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5593,2,0,Blueberry Hill,36198,NULL,NULL,NULL,Hybrid,NULL,Bodhi Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4599,2,0,Dinachem,36199,NULL,NULL,NULL,Hybrid,NULL,Dinafem Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7434,2,0,Big Skunk Korean,36279,NULL,NULL,NULL,Hybrid,NULL,Soma Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,1,0,Sour Apple,36400,NULL,NULL,NULL,Hybrid,0,,NULL,NULL,NULL,NULL,NULL,127,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2131,2,0,Sweet Black Angel,36429,NULL,NULL,NULL,Hybrid,NULL,Samsara Seeds,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth","Depression, Stress, Pain, Insomnia","Sweet, Berry, Pine",NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,2,0,Fruity Chronic Juice,36432,NULL,NULL,NULL,Hybrid,NULL,Delicious Seeds,"Relaxed, Euphoric, Happy, Talkative, Creative, Dry Mouth, Anxious","Lack of Appetite, Pain, Stress, Depression","Citrus, Sweet","Lake Forest, CA",NULL,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,2,0,Chocolate Fondue,36459,NULL,NULL,NULL,Hybrid,NULL,DNA Genetics,"Relaxed, Uplifted, Happy, Talkative, Euphoric, Dry Mouth, Anxious","Depression, Stress, Nausea, Lack of Appetite","Sweet, Earthy","Lake Forest, CA",NULL,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4129,2,0,Strawberries and Cream,36476,NULL,NULL,NULL,Hybrid,NULL,Connoisseur Genetics,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8766,2,0,Strawberry D-Lite,36479,NULL,NULL,NULL,Hybrid,NULL,Sagarmatha Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,1,0,Martian Mean Green,36485,NULL,NULL,NULL,Hybrid,0,DNA Genetics,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
811,1,0,Martian Mean Green,36485,NULL,NULL,NULL,Hybrid,,DNA Genetics,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
