test_id,test_strain,type,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,flavor_1,flavor_2,flavor_3,ailment_count,effects_count,flavor_count,thc_max,cbd_max,thc_cbd,cbd_thc,inventory_type,chemotype,strain_leafly_page_rank,strain_leafly_review_rank,strain_tests,strain_chemotype,strain_prop_chemotype1,strain_prop_chemotype2,strain_prop_chemotype3,strain_modal_chemo_prop
11786,Blue Moonshine,Hybrid,Stress, Pain, Depression, Insomnia, Lack of Appetite,Relaxed, Happy, Euphoric, Uplifted, Energetic, Dry Mouth, Paranoid,None,Berry, Earthy, Pine,5,7,3,13.5919,1.1,12.36,0.08,Flower Lot,1,626,146,27,1,1,0,0,1
11867,EWOK,Hybrid,None,None,None,None,None,Relaxed,Happy,Euphoric,Creative,Uplifted,None,None,None,None,None,None,0,5,0,18.9431,0,0,0,Flower Lot,1,566,128,895,1,0.9932961,0.0044693,0.0022346,0.9932961
11884,Bay Dream,Hybrid,Depression, Stress, Lack of Appetite, Pain,None,Happy, Euphoric, Hungry, Uplifted, Focused, Dry Mouth, Paranoid, Anxious,Citrus,None,None,4,8,1,19.0232,0.17,111.9,0.01,Flower Lot,1,617,142,553,1,0.9349005,0.0271248,0.0379747,0.9349005
11886,Hawaiian Dream,Sativa,Depression, Pain, Inflammation, Stress,None,Happy, Relaxed, Focused, Euphoric, Energetic, Dry Mouth, Anxious, Paranoid,Sweet, Pineapple,None,4,8,2,19.70849,0.17,115.93,0.01,Flower Lot,1,526,136,110,2,0.1454545,0.8545455,0,0.8545455
11896,Presidential OG,Hybrid,Insomnia, Stress, Pain, Lack of Appetite, Depression,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious,None,Earthy, Pine,None,5,7,2,14.59804,0.17,85.87,0.01,Flower Lot,1,207,97,1744,1,1,0,0,1
11964,Grape Skunk,Hybrid,Nausea, Stress, Pain, Depression, Insomnia,Happy, Uplifted, Talkative, Energetic, Relaxed, Dry Mouth,None,None,Skunk, Earthy, Grape,5,6,3,18.8039,0.19,98.97,0.01,Flower Lot,1,1181,150,52,1,1,0,0,1
12031,Laughing Buddha,Sativa,Depression, Stress, Pain, Lack of Appetite,None,Happy, Euphoric, Uplifted, Energetic, Dry Mouth, Paranoid, Anxious,None,Citrus, Sweet,None,4,7,2,22.60591,0,0,0,Flower Lot,1,224,123,76,1,1,0,0,1
12090,MILF,Hybrid,None,None,None,None,None,Happy,Euphoric,Uplifted,Giggly,Relaxed,None,None,None,None,None,None,0,5,0,16.28231,0.16,101.76,0.01,Flower Lot,1,667,152,33,1,1,0,0,1
12284,Northern Wreck,Hybrid,Depression, Stress, Pain, Nausea,None,Euphoric, Happy, Relaxed, Creative, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Pine,None,4,8,2,19.5,0.2,97.5,0.01,Flower Lot,1,1043,144,6,1,1,0,0,1
12426,Blue Dynamite,Hybrid,Pain, Stress, Insomnia, Depression, Lack of Appetite,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid,None,Citrus, Lemon, Earthy,5,7,3,4.508,12,0.38,2.66,Flower Lot,2,962,150,48,2,0.1458333,0.6666667,0.1875,0.6666667
12611,Guard Dawg,Hybrid,Muscle Spasms,None,None,None,None,Euphoric, Happy, Relaxed,None,None,None,None,None,Sweet, Earthy,None,1,3,2,65.75629,1.18,55.73,0.02,CO2 Hash Oil,1,1733,150,2,1,1,0,0,1
12637,Cotton Candy Kush,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Earthy,Flowery,0,0,3,18.8916,0.48,39.36,0.03,Flower Lot,1,94,63,925,1,0.9902703,0.0010811,0.0086486,0.9902703
12641,Tutankhamon,Sativa,Depression, Stress, Nausea, Pain, Insomnia,Uplifted, Focused, Happy, Energetic, Euphoric, Dry Mouth, Anxious, Paranoid,Skunk,None,None,5,8,1,88.42986,2.64,33.5,0.03,CO2 Hash Oil,1,206,108,98,1,1,0,0,1
12827,Champagne,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Cheese,Earthy,Pungent,0,0,3,12.6887,0.13,97.61,0.01,Flower Lot,1,0,0,0,0,0,0,0,0
12836,Blue Afghani,Hybrid,Lack of Appetite, Stress, Insomnia, Depression,None,Relaxed, Euphoric, Hungry, Creative, Happy, Dry Mouth, Paranoid,None,Blueberry,None,None,4,7,1,26.556,0,0,0,Flower Lot,1,950,146,68,1,1,0,0,1
12997,Lavender Haze,Sativa,Stress, Depression, Pain, Inflammation, Lack of Appetite,Happy, Focused, Relaxed, Euphoric, Uplifted, Dry Mouth, Anxious, Paranoid,Lavender, Earthy,None,5,8,2,25.556,0,0,0,Flower Lot,1,1257,146,9,1,1,0,0,1
13108,Aliens On Moonshine,Indica,Inflammation, Stress,None,None,None,Relaxed, Happy, Tingly, Focused,None,None,None,None,Vanilla,None,None,2,4,1,17.155,0,0,0,Flower Lot,1,911,143,260,2,0.1076923,0.8923077,0,0.8923077
13369,Snowcap,Hybrid,None,None,None,None,None,Happy,Euphoric,Uplifted,Focused,Creative,None,None,None,None,None,None,0,5,0,20.7,0.1,207,0,Flower Lot,1,191,108,88,1,0.9886364,0.0113636,0,0.9886364
13404,Flowerbomb Kush,Hybrid,Stress, Pain, Lack of Appetite, Muscle Spasms,None,Relaxed, Hungry, Sleepy, Tingly, Happy, Dry Mouth, Anxious, Paranoid,Earthy, Citrus,None,4,8,2,16.6222,0.13,127.86,0.01,Flower Lot,1,775,148,16,1,1,0,0,1
13525,Blue Knight,Indica,Stress, Pain, Depression, Lack of Appetite,None,Relaxed, Uplifted, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid, Anxious,Berry, Sweet, Blueberry,4,8,3,16.5,0.3,55,0.02,Flower Lot,1,507,142,27,1,1,0,0,1
13531,Super Silver Sour Diesel Haze,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Cheese,Pepper,Tea,0,0,3,15.6452,0.37,42.28,0.02,Flower Lot,1,0,0,0,0,0,0,0,0
13701,Platinum Kush,Hybrid,Stress, Insomnia, Lack of Appetite, Pain, Depression,Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,None,5,8,2,15.7329,0.16,98.33,0.01,Flower Lot,1,72,64,192,1,1,0,0,1
13817,Matanuska Thunder Fuck,Sativa,Depression, Stress, Pain, Inflammation,None,Euphoric, Happy, Relaxed, Creative, Energetic, Dry Mouth, Anxious, Paranoid,Earthy, Pine,None,4,8,2,41.93075,0.26,161.27,0.01,Bubble Hash,1,329,133,71,1,1,0,0,1
13845,Afghani,Indica,Stress, Insomnia, Pain, Lack of Appetite, Depression,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid,None,Earthy, Sweet, Pine,5,7,3,12.8526,0.63,20.4,0.05,Flower Lot,1,83,99,166,1,0.939759,0.060241,0,0.939759
14053,Bubbleberry,Hybrid,None,None,None,None,None,Happy,Relaxed,Focused,Uplifted,Hungry,None,None,None,None,None,None,0,5,0,12.9765,0.06,216.28,0,Flower Lot,1,490,141,221,1,1,0,0,1
14223,Hammerhead,Hybrid,Insomnia, Pain, Stress, Lack of Appetite,None,Sleepy, Horny, Tingly, Relaxed, Euphoric, Dry Mouth,None,None,Berry, Earthy,None,4,6,2,3.14683,6.36,0.49,2.02,Flower Lot,2,824,147,80,1,0.6375,0.3625,0,0.6375
14253,Vader OG,Hybrid,Pain, Stress, Depression, Insomnia,None,Relaxed, Happy, Talkative, Creative, Anxious,None,None,None,Earthy, Sweet,None,4,5,2,19.9063,0.3,66.35,0.02,Flower Lot,1,1119,142,10,1,1,0,0,1
14283,Key Lime Pie,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Menthol,Spicy/Herbal,Sweet,0,0,3,17.2,0.4,43,0.02,Flower Lot,1,198,120,152,1,1,0,0,1
14472,Blue Alien,Hybrid,Pain, Stress, Insomnia, Inflammation,None,Relaxed, Euphoric, Sleepy, Hungry, Happy, Dry Mouth, Paranoid, Anxious,Blueberry, Grape, Citrus,4,8,3,16.933,0.12,141.11,0.01,Flower Lot,1,830,145,91,1,1,0,0,1
14538,Dark Star,Indica,Pain, Stress, Insomnia, Depression,None,Relaxed, Happy, Sleepy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Pine,None,4,8,2,18.7977,0.22,85.44,0.01,Flower Lot,1,237,115,154,1,1,0,0,1
14714,Strawberry Mango Haze,Sativa,Stress, Depression, Pain,None,None,Happy, Euphoric, Uplifted, Focused, Dry Mouth, Paranoid, Anxious,None,Mango, Strawberry, Sweet,3,7,3,47.9,1.3,36.85,0.03,CO2 Hash Oil,1,666,145,256,1,1,0,0,1
14801,Nordle,Hybrid,Stress, Pain, Depression, Inflammation, Muscle Spasms,Relaxed, Happy, Sleepy, Focused, Dry Mouth, Paranoid, Anxious,None,Pine,None,None,5,7,1,7.90557,11.7,0.68,1.48,Flower Lot,2,920,140,90,2,0.2444444,0.7555556,0,0.7555556
15126,Pineapple Super Silver Haze,Sativa,Stress, Depression, Lack of Appetite, Pain,None,Happy, Uplifted, Euphoric, Creative, Energetic, Dry Mouth, Anxious, Paranoid,Pineapple, Citrus, Sweet,4,8,3,15.89568,0.13,122.27,0.01,Flower Lot,1,1081,144,203,1,1,0,0,1
15206,Trinity,Hybrid,Depression, Pain, Stress, Muscle Spasms,None,Happy, Uplifted, Euphoric, Relaxed, Horny, Dry Mouth, Anxious, Paranoid,Earthy, Skunk,None,4,8,2,18.8,0.2,94,0.01,Flower Lot,1,344,135,159,1,0.9622642,0.0314465,0.0062893,0.9622642
15590,Ancient OG,Hybrid,Stress, Insomnia, Depression, Pain, Lack of Appetite,Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Paranoid,None,Earthy, Pine,None,5,7,2,16.04183,0.18,89.12,0.01,Flower Lot,1,683,139,1,1,1,0,0,1
15780,Shishkaberry,Indica,Stress, Depression, Insomnia, Pain,None,Relaxed, Happy, Uplifted, Euphoric, Sleepy, Dry Mouth, Paranoid,None,Berry, Sweet, Earthy,4,7,3,18.0854,0.18,100.47,0.01,Flower Lot,1,255,118,139,1,1,0,0,1
15792,Purple Pinecone,Hybrid,None,None,None,None,None,Euphoric, Focused, Happy, Relaxed, Uplifted,None,None,None,None,None,None,0,5,0,17,0,0,0,Flower Lot,1,1461,150,33,1,1,0,0,1
15993,Wappa,Hybrid,None,None,None,None,None,Happy,Giggly,Relaxed,Hungry,Uplifted,None,None,None,None,None,None,0,5,0,23.8551,0.22,108.43,0.01,Flower Lot,1,512,134,82,1,1,0,0,1
16381,Purple Dragon,Indica,Stress, Insomnia, Depression, Pain,None,Relaxed, Euphoric, Uplifted, Happy, Dry Mouth, Paranoid, Anxious,None,Grape, Earthy, Sweet,4,7,3,8.71241,0.06,145.21,0.01,Flower Lot,1,483,149,84,1,1,0,0,1
16451,Candyland,Sativa,Stress, Depression, Pain,None,None,Happy, Uplifted, Euphoric, Energetic, Relaxed, Dry Mouth, Anxious,None,Sweet, Earthy,None,3,7,2,24.802,0,0,0,Flower Lot,1,50,38,419,1,0.9880669,0.0119332,0,0.9880669
16453,3X Crazy,Indica,Stress, Insomnia, Pain, Depression, Lack of Appetite,Relaxed, Happy, Uplifted, Euphoric, Creative, Dry Mouth, Anxious, Paranoid,Earthy, Grape, Sweet,5,8,3,16.786,0,0,0,Flower Lot,1,264,137,13,1,1,0,0,1
16543,Mazar Kush,Indica,Pain, Insomnia, Inflammation, Stress, Nausea,Relaxed, Sleepy, Happy, Hungry, Dry Mouth, Anxious,None,None,Earthy,None,None,5,6,1,14.13505,0.12,117.79,0.01,Flower Lot,1,860,141,12,1,1,0,0,1
16594,Bianca,Hybrid,None,None,None,None,None,Relaxed,Sleepy,Euphoric,Focused,Creative,None,None,None,None,None,None,0,5,0,48.73,0.12,406.08,0,Hydrocarbon Wax,1,1366,149,45,1,1,0,0,1
16698,Sin Diesel,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Cheese,Woody,Pungent,0,0,3,23.96481,0.66,36.31,0.03,Flower Lot,1,1742,150,7,1,1,0,0,1
16819,Ghost OG Moonshine,Indica,Depression, Lack of Appetite, Pain, Stress, Insomnia,Euphoric, Happy, Hungry, Relaxed, Sleepy, Dry Mouth,None,None,Earthy, Skunk,None,5,6,2,20.0509,0.13,154.24,0.01,Flower Lot,1,1465,149,30,1,1,0,0,1
16975,Platinum OG,Indica,Stress, Insomnia, Pain, Depression, Lack of Appetite,Relaxed, Sleepy, Euphoric, Happy, Hungry, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,None,5,8,2,19.5363,0.15,130.24,0.01,Flower Lot,1,71,65,188,1,1,0,0,1
17000,Blue Train,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Citrus,Earthy,Sweet,0,0,3,6.68103,0.02,334.05,0,Flower Lot,1,753,150,2,1,1,0,0,1
17211,Dancehall,Hybrid,None,None,None,None,None,Happy,Relaxed,Uplifted,Energetic,Creative,None,None,None,None,None,None,0,5,0,0.63743,16.4,0.04,25.73,Flower Lot,3,797,138,59,3,0.0508475,0.2033898,0.7457627,0.7457627
17429,Strawberry Ice,Sativa,Depression, Stress, Pain,None,None,Euphoric, Uplifted, Focused, Energetic, Happy, Dry Mouth, Paranoid,None,Strawberry, Sweet, Berry,3,7,3,63.1916,0,0,0,Hydrocarbon Wax,1,889,147,53,1,1,0,0,1
17708,ReCON,Hybrid,Stress, Insomnia, Nausea, Pain, Lack of Appetite,Relaxed, Hungry, Sleepy, Happy, Euphoric, Dry Mouth, Anxious, Paranoid,Sweet,None,None,5,8,1,19.2678,0.1,192.68,0.01,Flower Lot,1,762,142,10,1,1,0,0,1
17750,P-51,Indica,Pain, Insomnia, Nausea, Stress,None,Happy, Tingly, Uplifted, Relaxed, Dry Mouth, Paranoid,None,None,Earthy, Sweet,None,4,6,2,24.90322,0.22,113.2,0.01,Flower Lot,1,1673,151,117,1,1,0,0,1
17932,Conspiracy Kush,Hybrid,Pain, Lack of Appetite, Stress, Insomnia, Inflammation,Relaxed, Happy, Euphoric, Sleepy, Creative, Dry Mouth, Anxious,None,Earthy, Sweet, Berry,5,7,3,21.26,0.45,47.24,0.02,Flower Lot,1,655,129,95,1,1,0,0,1
17962,Silver Haze,Hybrid,Stress, Depression, Lack of Appetite, Pain, Insomnia,Euphoric, Happy, Energetic, Uplifted, Relaxed, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,None,5,8,2,16.2736,0.33,49.31,0.02,Flower Lot,1,90,82,141,1,1,0,0,1
18075,Mad Scientist,Hybrid,Insomnia, Pain, Stress, Depression, Muscle Spasms,Relaxed, Euphoric, Uplifted, Focused, Sleepy, Dry Mouth, Paranoid,None,Earthy, Pine,None,5,7,2,20.36405,0,0,0,Flower Lot,1,1067,152,10,1,1,0,0,1
18265,Space Candy,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Citrus,Sweet,Pine,0,0,3,21.72,0.11,197.45,0.01,Flower Lot,1,425,138,174,1,1,0,0,1
18335,Lemonberry,Hybrid,None,None,None,None,None,Euphoric,Energetic,Giggly,Happy,Creative,None,None,None,None,None,None,0,5,0,15.1913,0.24,63.3,0.02,Flower Lot,1,651,145,73,1,1,0,0,1
18787,Stephen Hawking Kush,Hybrid,Stress, Pain, Nausea, Depression,None,Relaxed, Happy, Euphoric, Focused, Uplifted, Dry Mouth, Paranoid,None,Earthy, Pine,None,4,7,2,21.31,0.14,152.21,0.01,Flower Lot,1,548,147,122,2,0.2213115,0.7786885,0,0.7786885
18789,Purple Punch,Hybrid,Stress, Depression, Pain, Inflammation, Muscle Spasms,Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth,None,None,Sweet, Berry, Grape,5,6,3,4.2,15.03,0.28,3.58,Flower Lot,2,228,109,25,1,0.96,0.04,0,0.96
18822,Webster,Hybrid,Pain, Stress, Inflammation,None,None,Relaxed, Sleepy, Talkative, Uplifted, Happy,None,None,None,Citrus, Sweet,None,3,5,2,24.3,0.5,48.6,0.02,Flower Lot,1,1743,151,1,1,1,0,0,1
18903,Purple Champagne,Hybrid,Stress, Pain, Depression,None,None,Uplifted, Focused, Creative, Euphoric, Happy, Dry Mouth,None,None,Grape, Earthy,None,3,6,2,25.75,0.38,67.76,0.01,Flower Lot,1,927,139,164,1,1,0,0,1
19057,Tang,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Citrus,Orange,Sweet,0,0,3,17.5584,0.42,41.81,0.02,Flower Lot,1,0,0,0,0,0,0,0,0
19170,Strawberry Blue,Hybrid,Stress, Depression, Pain, Lack of Appetite,None,Happy, Energetic, Uplifted, Euphoric, Dry Mouth,None,None,None,Strawberry, Sweet, Berry,4,5,3,15.1613,0.12,126.34,0.01,Flower Lot,1,748,145,105,1,0.9809524,0,0.0190476,0.9809524
19386,Snow Monster,Indica,Pain, Insomnia, Stress, Lack of Appetite,None,Relaxed, Happy, Hungry, Uplifted, Euphoric, Dry Mouth,None,None,Sweet, Earthy, Skunk,4,6,3,13.0534,0.07,186.48,0.01,Flower Lot,1,1287,146,46,1,1,0,0,1
19832,Locktite,Hybrid,None,None,None,None,None,Relaxed,Happy,Uplifted,Tingly,Euphoric,None,None,None,Sweet,Citrus,Earthy,0,5,3,22.2527,0.12,185.44,0.01,Flower Lot,1,625,132,356,1,0.988764,0.005618,0.005618,0.988764
19970,Allen Wrench,Hybrid,Stress, Depression, Pain, Lack of Appetite,None,Energetic, Happy, Focused, Uplifted, Creative, Dry Mouth, Anxious,None,Earthy, Pine, Citrus,4,7,3,15.4,0.2,77,0.01,Flower Lot,1,380,123,551,1,0.9981851,0.0018149,0,0.9981851
20108,Tangerine Kush,Hybrid,Insomnia, Stress, Pain, Depression, Lack of Appetite,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious,Citrus, Orange, Sweet,5,8,3,17.7992,0.15,118.66,0.01,Flower Lot,1,267,113,37,1,1,0,0,1
20497,Hawaiian Punch,Hybrid,Pain, Stress,None,None,None,Happy, Uplifted, Relaxed, Euphoric, Tingly, Anxious, Dry Mouth, Paranoid,Citrus, Sweet,None,2,8,2,19.98,0.69,28.96,0.03,Flower Lot,1,784,145,239,1,0.9958159,0.0041841,0,0.9958159
20552,Gobbstopper,Hybrid,Depression, Nausea, Stress, Insomnia,None,Happy, Relaxed, Euphoric, Horny, Sleepy, Dry Mouth,None,None,Sweet, Berry,None,4,6,2,15.8906,0.12,132.42,0.01,Flower Lot,1,1567,151,118,1,1,0,0,1
20634,Mendo Purps,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Pine,Woody,0,0,3,14.582,0.15,97.21,0.01,Flower Lot,1,160,123,281,1,0.9893239,0.0035587,0.0071174,0.9893239
20818,Training Day,Hybrid,Insomnia, Pain, Stress, Depression, Muscle Spasms,Relaxed, Euphoric, Sleepy, Happy, Hungry, Dry Mouth, Anxious,None,Earthy, Pine,None,5,7,2,17.4,0.3,58,0.02,Flower Lot,1,773,142,380,1,1,0,0,1
21220,Hog's Breath,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Lemon,Flowery,0,0,3,18.2,0.4,45.5,0.02,Flower Lot,1,664,140,42,1,1,0,0,1
21440,Sour Amnesia,Hybrid,Stress, Depression, Pain, Inflammation,None,Happy, Uplifted, Euphoric, Energetic, Relaxed, Dry Mouth, Anxious, Paranoid,Sweet, Earthy,None,4,8,2,24.8,0.2,124,0.01,Flower Lot,1,603,137,35,1,0.8857143,0,0.1142857,0.8857143
21726,Hindu Skunk,Hybrid,Stress, Pain, Insomnia, Depression, Nausea,Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Paranoid,None,Skunk, Earthy, Sweet,5,7,3,16.27461,0,0,0,Flower Lot,1,843,148,19,1,1,0,0,1
21729,Kryptonite,Hybrid,Pain, Stress, Insomnia, Depression,None,Relaxed, Happy, Tingly, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Sweet, Earthy, Pine,4,8,3,18.30326,0.09,203.37,0,Flower Lot,1,240,115,114,1,0.877193,0.122807,0,0.877193
21733,Kush Dream,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Flowery,Sweet,Citrus,0,0,3,15.1651,0.07,216.64,0,Flower Lot,1,0,0,0,0,0,0,0,0
21738,Mango,Hybrid,Stress, Pain, Depression, Insomnia, Lack of Appetite,Relaxed, Euphoric, Happy, Sleepy, Hungry, Dry Mouth, Paranoid, Anxious,Mango, Sweet,None,5,8,2,19.21224,0.16,120.08,0.01,Flower Lot,1,173,119,223,1,1,0,0,1
21777,Grapefruit Haze,Hybrid,Stress, Depression, Pain, Muscle Spasms,None,Uplifted, Happy, Euphoric, Relaxed, Talkative, Dry Mouth, Paranoid, Anxious,Lemon, Citrus,None,4,8,2,20.6,0.2,103,0.01,Flower Lot,1,900,141,6,1,1,0,0,1
22467,Dog Walker,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Tropical,Orange,Sweet,0,0,3,21.65539,0.19,113.98,0.01,Flower Lot,1,279,123,102,1,1,0,0,1
22562,Grape Crush,Indica,Stress, Pain, Depression, Muscle Spasms, Insomnia,Relaxed, Euphoric, Happy, Uplifted, Creative, Dry Mouth,None,None,Grape, Sweet, Berry,5,6,3,22.24,0.06,370.67,0,Flower Lot,1,770,146,4,1,1,0,0,1
22618,Solace,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Berry,Earthy,Sweet,0,0,3,15.5967,0.5,31.19,0.03,Flower Lot,1,0,0,0,0,0,0,0,0
22651,Woody Kush,Hybrid,Insomnia, Stress, Depression, Pain, Lack of Appetite,Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Paranoid,None,Pine, Earthy,None,5,7,2,23.2373,4.9,4.74,0.21,Flower Lot,2,982,147,18,1,0.9444444,0.0555556,0,0.9444444
23046,Bubblegum Kush,Hybrid,Pain, Stress, Inflammation, Lack of Appetite, Muscle Spasms,Relaxed, Happy, Focused, Euphoric, Uplifted, Dry Mouth, Anxious, Paranoid,Sweet, Earthy, Citrus,5,8,3,15.0828,0.3,50.28,0.02,Flower Lot,1,163,113,64,1,1,0,0,1
23526,Ice Bomb,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Sweet,Earthy,Pungent,0,0,3,16.7614,0.5,33.52,0.03,Flower Lot,1,0,0,0,0,0,0,0,0
23751,SFV OG Kush,Indica,Pain, Muscle Spasms, Inflammation, Insomnia, Depression,Relaxed, Happy, Hungry, Sleepy, Uplifted, Dry Mouth, Paranoid,None,Earthy, Citrus, Sweet,5,7,3,22.16,0.06,369.33,0,Flower Lot,1,212,137,24,1,1,0,0,1
62066,Hurkle,Hybrid,None,None,None,None,None,Relaxed,Happy,Hungry,Focused,Sleepy,None,None,None,None,None,None,0,5,0,14.2066,0.06,236.78,0,Flower Lot,1,865,140,86,1,0.627907,0.372093,0,0.627907
23936,Sage N Sour,Sativa,Depression, Stress, Pain,None,None,Happy, Focused, Relaxed, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy,None,None,3,8,1,16.3268,0,0,0,Flower Lot,1,423,134,147,1,0.9659864,0.0136054,0.0204082,0.9659864
24168,Heisenberg Kush,Sativa,Depression, Stress, Pain,None,None,Happy, Euphoric, Energetic, Uplifted, Creative, Dry Mouth,None,None,Berry, Sweet, Grape,3,6,3,15.6544,0.08,195.68,0.01,Flower Lot,1,886,149,25,1,1,0,0,1
24307,Swiss Tsunami,Sativa,Pain, Depression, Inflammation, Stress,None,Relaxed, Happy, Uplifted, Focused, Sleepy, Dry Mouth,None,None,Citrus, Orange, Earthy,4,6,3,1,16.58,0.06,16.58,Flower Lot,3,1185,146,16,3,0.3125,0.1875,0.5,0.5
24383,Jack Diesel,Hybrid,Depression, Inflammation, Stress, Pain,None,Happy, Energetic, Creative, Uplifted, Dry Mouth, Paranoid,None,None,Sweet, Citrus,None,4,6,2,15.532,0.6,25.89,0.04,Flower Lot,1,997,147,113,1,1,0,0,1
25091,Cat Piss,Hybrid,Stress, Depression, Pain, Lack of Appetite,None,Happy, Energetic, Creative, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Ammonia, Earthy,None,4,8,2,14.2812,0.5,28.56,0.04,Flower Lot,1,200,120,4,1,1,0,0,1
25246,U2 Kush,Hybrid,Depression, Insomnia, Stress, Pain,None,Relaxed, Sleepy, Happy, Hungry, Uplifted, Dry Mouth, Anxious,None,Sweet,None,None,4,7,1,23.65,0.1,236.5,0,Flower Lot,1,1444,149,30,1,1,0,0,1
25636,Blue Ox,Hybrid,Depression, Lack of Appetite, Pain,None,None,Sleepy, Relaxed, Talkative, Uplifted, Euphoric,None,None,None,Berry, Blueberry,None,3,5,2,23.59879,0.09,262.21,0,Flower Lot,1,1609,152,29,1,0.9310345,0.0689655,0,0.9310345
25768,White Berry,Hybrid,Insomnia, Stress, Depression, Pain,None,Horny, Euphoric, Happy, Creative, Focused, Paranoid, Anxious, Dry Mouth,Berry, Sweet, Earthy,4,8,3,21.86,0.41,53.32,0.02,Flower Lot,1,346,135,31,1,1,0,0,1
25769,StarDawg,Hybrid,None,None,None,None,None,Happy,Relaxed,Uplifted,Euphoric,Talkative,None,None,None,None,None,None,0,5,0,23.16,0.29,79.86,0.01,Flower Lot,1,75,70,302,1,1,0,0,1
25896,OG-18,Indica,None,None,None,None,None,Relaxed,Sleepy,Happy,Hungry,Euphoric,None,None,None,None,None,None,0,5,0,23.0143,0.1,230.14,0,Flower Lot,1,174,103,31,1,1,0,0,1
26056,Money Maker,Hybrid,Pain, Insomnia, Muscle Spasms, Depression, Lack of Appetite,Relaxed, Sleepy, Happy, Hungry, Uplifted, Dry Mouth, Paranoid,None,Earthy, Berry, Skunk,5,7,3,18.1539,0,0,0,Flower Lot,1,467,148,1,1,1,0,0,1
26505,Harle-Tsu,Hybrid,None,None,None,None,None,Relaxed,Happy,Uplifted,Focused,Euphoric,None,None,None,Earthy,Citrus,Sweet,0,5,3,5.27628,10,0.53,1.9,Flower Lot,2,219,103,186,3,0.2043011,0.3602151,0.4354839,0.4354839
26528,Willy Wonka,Hybrid,Stress, Depression, Pain,None,None,Happy, Talkative, Energetic, Euphoric, Uplifted, Dry Mouth, Paranoid,None,Sweet, Mint, Pine,3,7,3,15.1582,0.1,151.58,0.01,Flower Lot,1,798,147,21,1,1,0,0,1
27013,Somango,Indica,Pain, Stress, Insomnia, Lack of Appetite, Depression,Relaxed, Happy, Uplifted, Focused, Sleepy, Dry Mouth, Paranoid,None,Mango, Earthy, Sweet,5,7,3,15.75092,2.41,6.54,0.15,Flower Lot,1,417,130,27,1,1,0,0,1
27139,Danky Doodle,Indica,Stress, Pain, Depression, Insomnia, Nausea,Euphoric, Happy, Uplifted, Horny, Energetic, Dry Mouth, Paranoid,None,Sweet, Skunk,None,5,7,2,13.2427,0,0,0,Flower Lot,1,0,0,0,0,0,0,0,0
27563,Dr. Grinspoon,Sativa,Depression, Stress, Pain,None,None,Energetic, Euphoric, Uplifted, Happy, Creative, Dry Mouth, Paranoid,None,Citrus, Earthy,None,3,7,2,26.16,0.07,373.71,0,Flower Lot,1,420,149,2,1,1,0,0,1
27657,Purple Dream,Hybrid,None,None,None,None,None,None,None,None,None,None,None,None,None,Earthy,Blueberry,Pungent,0,0,3,16.17969,0,0,0,Flower Lot,1,272,116,23,1,1,0,0,1
