test_id,test_strain,type,ailment_1,ailment_2,ailment_3,ailment_4,ailment_5,effects_1,effects_2,effects_3,effects_4,effects_5,effects_6,effects_7,effects_8,flavor_1,flavor_2,flavor_3,thc_max,cbd_max,inventory_type,chemotype,strain_category,strain_leafly_page_rank,strain_leafly_review_rank,strain_tests,strain_chemotype,strain_prop_chemotype1,strain_prop_chemotype2,strain_prop_chemotype3,strain_modal_chemo_prop
90186,Hawaiian Diesel,Hybrid,Stress, Lack of Appetite, Pain, Depression,,Happy, Relaxed, Uplifted, Creative, Horny, Dry Mouth, Anxious,,Citrus,,,76.9,0.3,Hydrocarbon Wax,1,Sativa,1221,148,55,1,1,0,0,1
91262,Magnum PI,Sativa,Depression, Stress,,,,Uplifted, Focused, Energetic, Euphoric, Creative,,,,Citrus, Pine,,21.4557,1,Flower Lot,1,Sativa,1656,149,15,1,1,0,0,1
92044,Superstar,Hybrid,,,,,,Relaxed,Focused,Euphoric,Uplifted,Happy,,,,,,,25.8052,1,Flower Lot,1,Hybrid,1481,151,82,1,1,0,0,1
92049,Blue Fire,Hybrid,,,,,,,,,,,,,,Earthy,Sage,Spicy/Herbal,66.13848,0.14,Hash,1,,,,,,,,,
92788,Purple People Eater,Hybrid,Depression, Stress,,,,Uplifted, Creative, Euphoric, Focused, Relaxed,,,,Grape,,,72.7,0.2,Hydrocarbon Wax,1,,,,,,,,,
93188,Kandahar,Hybrid,Insomnia, Depression, Pain, Stress,,Relaxed, Sleepy, Uplifted, Euphoric,,,,,Earthy,,,11.8471,0.07,Flower Lot,1,,,,,,,,,
93696,Pineapple Jack,Hybrid,Stress, Depression, Lack of Appetite,,,Relaxed, Energetic, Uplifted, Happy, Focused, Dry Mouth, Paranoid,,Pineapple, Citrus, Sweet,81.5,0.2,CO2 Hash Oil,1,Sativa,447,143,2,1,1,0,0,1
94251,Commerce City Kush,Hybrid,Insomnia, Pain, Stress, Depression,,Euphoric, Happy, Relaxed, Sleepy, Talkative, Dry Mouth,,,Sweet,,,27.7085,0.19,Flower Lot,1,,,,,,,,,
94579,Wonder,Hybrid,,,,,,,,,,,,,,None,,,15.7367,0,Flower Lot,1,,,,,,,,,
95375,Dreamweaver,Hybrid,,,,,,,,,,,,,,Earthy,Spicy/Herbal,Woody,18.5823,0,Flower Lot,1,Sativa,998,148,133,1,1,0,0,1
95613,King Louis XIII,Hybrid,Stress, Insomnia, Pain, Depression, Muscle Spasms,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious,Earthy, Pine,,20.0631,0.2,Flower Lot,1,Indica,89,56,11,1,1,0,0,1
96132,Mother Tongue,Sativa,Lack of Appetite, Stress, Pain, Inflammation,,Euphoric, Happy, Relaxed, Hungry, Sleepy, Paranoid, Anxious, Dry Mouth,Earthy,,,15.0213,0.2,Flower Lot,1,Sativa,1227,148,43,1,1,0,0,1
96660,Strawberry Fields,Hybrid,Stress, Pain, Muscle Spasms, Depression, Insomnia,Relaxed, Euphoric, Happy, Uplifted, Hungry, Dry Mouth, Paranoid,,Strawberry, Berry, Sweet,16.15659,0.03,Flower Lot,1,Indica,438,131,162,1,1,0,0,1
96701,LA Ultra,Indica,Insomnia, Stress, Pain,,,Relaxed, Euphoric, Happy, Sleepy, Tingly, Dry Mouth, Paranoid,,Lemon,,,84.20747,0.86,Hydrocarbon Wax,1,Indica,1685,152,4,1,1,0,0,1
96811,Pakistan Valley Kush,Indica,Insomnia, Stress, Depression, Pain, Lack of Appetite,Relaxed, Happy, Sleepy, Euphoric, Uplifted, Dry Mouth,,,Pine, Sweet, Earthy,69.7221,0.22,Hydrocarbon Wax,1,Indica,812,144,23,1,1,0,0,1
97199,Incredible Bulk,Indica,Stress, Muscle Spasms, Insomnia, Pain, Lack of Appetite,Relaxed, Happy, Tingly, Sleepy, Dry Mouth, Paranoid, Anxious,,Earthy, Citrus,,16.3091,1.69,Flower Lot,1,Indica,266,129,86,1,0.9302326,0.0697674,0,0.9302326
97294,Blackberry Cream,Hybrid,Depression, Stress, Insomnia, Muscle Spasms, Pain,Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth,,,Berry, Sweet,,13.2279,2.67,Flower Lot,2,Indica,1097,150,56,1,0.9642857,0.0357143,0,0.9642857
98036,Sour Pebbles,Hybrid,Stress, Depression, Pain, Nausea,,Happy, Euphoric, Hungry, Creative, Dry Mouth,,,,Sweet, Berry,,21.21934,0.04877,Flower Lot,1,Sativa,1392,150,16,1,1,0,0,1
98985,Aloha,Hybrid,Depression, Stress, Pain,,,Energetic, Uplifted, Happy, Creative, Focused, Dry Mouth, Anxious,,Sweet, Citrus,,18.8,0.1,Flower Lot,1,Sativa,1028,143,63,1,0.968254,0.031746,0,0.968254
99233,Sour Jack,Hybrid,Depression, Stress, Pain,,,Energetic, Happy, Creative, Uplifted, Euphoric, Dry Mouth, Anxious, Paranoid,Citrus,,,19.0293,0,Flower Lot,1,Sativa,314,123,29,1,1,0,0,1
99532,CBD Shark,Indica,Pain, Stress, Inflammation, Depression,,Relaxed, Happy, Sleepy, Focused, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy, Pine,,4.7,8.8,Flower Lot,2,Indica,330,131,8,2,0.25,0.75,0,0.75
99682,Blue Dot,Sativa,Stress, Pain, Depression, Nausea,,Uplifted, Energetic, Relaxed, Happy, Focused, Dry Mouth, Paranoid, Anxious,Earthy, Berry,,27.4438,0.17,Flower Lot,1,Sativa,1122,149,41,1,1,0,0,1
99696,Lemon G,Hybrid,Pain, Stress, Depression, Inflammation, Nausea,Focused, Happy, Relaxed, Uplifted, Creative, Dry Mouth, Paranoid,,Lemon, Citrus, Sweet,76.03442,0.16,Hydrocarbon Wax,1,Sativa,466,135,28,1,1,0,0,1
101457,Very Berry Haze,Hybrid,Pain, Inflammation, Muscle Spasms,,,Happy, Focused, Uplifted, Euphoric, Hungry, Dry Mouth, Anxious, Paranoid,Berry, Sweet,,27.1654,0.21,Flower Lot,1,Sativa,887,145,93,1,1,0,0,1
102248,Twizzler,Hybrid,,,,,,,,,,,,,,Mango,Earthy,Pine,20.3801,0.11,Flower Lot,1,,,,,,,,,
102271,Extreme OG,Hybrid,Pain, Stress, Muscle Spasms, Lack of Appetite, Nausea,Relaxed, Sleepy, Hungry, Happy, Horny, Dry Mouth,,,Lime, Earthy, Citrus,15.6467,0.1,Flower Lot,1,Indica,790,149,17,1,1,0,0,1
102276,Colombian Gold,Hybrid,Depression, Stress, Pain, Lack of Appetite, Inflammation,Euphoric, Happy, Uplifted, Energetic, Relaxed, Dry Mouth, Paranoid,,Earthy, Sweet,,19.6963,0.14,Flower Lot,1,Sativa,185,125,252,1,0.8928571,0.1071429,0,0.8928571
103783,Tangie Ghost Train,Sativa,Depression, Lack of Appetite, Stress,,,Uplifted, Energetic, Euphoric, Focused, Happy,,,,Sweet, Citrus,,16.7999,0.3,Flower Lot,1,,,,,,,,,
104469,Himalayan Blackberry,Indica,Insomnia, Stress, Depression, Lack of Appetite,,Sleepy, Happy, Tingly, Euphoric, Relaxed, Dry Mouth,,,Berry, Blueberry,,17.9,0,Flower Lot,1,Indica,1541,143,95,1,1,0,0,1
104662,Narnia,Sativa,Stress, Depression, Pain, Lack of Appetite,,Creative, Energetic, Focused, Uplifted, Happy, Dry Mouth, Paranoid, Anxious,Sweet, Earthy, Citrus,23.1,0.1,Flower Lot,1,Sativa,506,133,299,1,1,0,0,1
104663,Appalachian Power,Sativa,,,,,,Euphoric, Creative, Focused, Talkative, Uplifted,,,,Grape, Sweet,,21,0.1,Flower Lot,1,Sativa,1694,150,122,1,1,0,0,1
105062,Pacific Blue,Indica,Stress, Insomnia, Pain, Depression,,Happy, Tingly, Relaxed, Sleepy, Euphoric, Dry Mouth,,,Blueberry, Berry,,21.79399,0.19,Flower Lot,1,Indica,1511,142,48,1,1,0,0,1
105659,Sour Bubble,Indica,Pain, Depression, Nausea, Insomnia, Stress,Relaxed, Sleepy, Happy, Creative, Dry Mouth, Anxious,,,Sweet, Earthy,,12.5803,0.05,Flower Lot,1,Indica,751,146,23,1,1,0,0,1
106004,Blueberry Dream,Hybrid,Stress, Depression, Pain, Insomnia,,Relaxed, Euphoric, Happy, Focused, Creative, Dry Mouth,,,Blueberry, Berry, Earthy,20.6356,0.17,Flower Lot,1,Sativa,674,134,40,1,1,0,0,1
106037,Lucy,Hybrid,,,,,,Relaxed,Sleepy,Uplifted,Happy,Hungry,,,,,,,32.05062,33.8,Hydrocarbon Wax,2,Hybrid,902,148,2,2,0,1,0,1
106437,Clementine,Hybrid,Stress, Pain, Depression, Nausea,,Happy, Energetic, Euphoric, Relaxed, Uplifted, Dry Mouth, Anxious,,Citrus, Orange, Sweet,24.4774,0.6,Flower Lot,1,Sativa,232,102,49,1,1,0,0,1
106695,Bogglegum,Hybrid,,,,,,,,,,,,,,Sweet,Earthy,Berry,15.8229,0.15,Flower Lot,1,Hybrid,1523,151,182,1,1,0,0,1
106801,Hempstar,Sativa,Stress, Depression, Nausea, Pain, Lack of Appetite,Happy, Focused, Relaxed, Euphoric, Uplifted, Dry Mouth, Paranoid,,Earthy,,,22.905,0.18,Flower Lot,1,Sativa,476,139,22,1,1,0,0,1
107413,Poochie Love,Hybrid,,,,,,Euphoric, Focused, Creative, Happy, Energetic,,,,Earthy, Skunk,,27.13294,0.15,Flower Lot,1,Sativa,1738,150,15,1,1,0,0,1
107828,Light of Jah,Hybrid,Stress, Depression, Pain,,,Happy, Uplifted, Energetic, Euphoric, Focused, Dry Mouth,,,Earthy,,,17.7384,0,Flower Lot,1,Sativa,856,147,14,1,1,0,0,1
107930,8 Ball Kush,Indica,Depression, Pain, Insomnia, Inflammation,,Relaxed, Happy, Hungry, Creative, Euphoric, Dry Mouth, Paranoid,,Earthy, Pine,,19.83545,0.15,Flower Lot,1,Indica,660,146,8,1,1,0,0,1
109072,Super G,Hybrid,,,,,,Creative, Tingly, Uplifted, Energetic, Happy,,,,Earthy, Pine,,19.83,0.07,Flower Lot,1,Sativa,1528,149,73,1,1,0,0,1
109333,Opal OG Kush,Indica,Stress, Insomnia, Muscle Spasms, Depression, Lack of Appetite,Relaxed, Euphoric, Horny, Happy, Focused, Dry Mouth, Paranoid,,Earthy, Lavender, Strawberry,16.30953,0.03,Flower Lot,1,Indica,1727,152,19,1,1,0,0,1
112354,Twisted Citrus,Sativa,Depression, Stress, Inflammation, Lack of Appetite,,Energetic, Uplifted, Talkative, Creative, Happy, Dry Mouth, Anxious,,Citrus, Orange, Lemon,20.7094,0.30278,Flower Lot,1,Sativa,1436,150,18,1,1,0,0,1
112565,Strawberry Amnesia,Sativa,Stress, Depression, Lack of Appetite,,,Euphoric, Uplifted, Relaxed, Energetic, Focused, Dry Mouth, Anxious,,Strawberry, Sweet,,11.9272,0,Flower Lot,1,Sativa,599,135,12,1,1,0,0,1
112879,Platinum Purple Kush,Indica,Insomnia, Stress, Pain, Depression, Lack of Appetite,Relaxed, Euphoric, Happy, Hungry, Uplifted, Dry Mouth, Paranoid, Anxious,Sweet, Berry, Earthy,15.809,0,Flower Lot,1,Indica,369,132,9,1,1,0,0,1
114220,Extreme Cream,Hybrid,Pain, Stress, Depression, Muscle Spasms, Inflammation,Relaxed, Euphoric, Happy, Uplifted, Hungry, Dry Mouth, Paranoid,,Earthy, Sweet,,23.92034,0.08262,Flower Lot,1,Indica,699,138,31,1,1,0,0,1
114492,Mammoth,Hybrid,,,,,,Happy,Relaxed,Focused,Uplifted,Creative,,,,,,,13.0673,0,Flower Lot,1,Hybrid,797,142,19,1,1,0,0,1
115248,Do-Si-Dos,Indica,Stress, Pain, Depression, Insomnia, Lack of Appetite,Relaxed, Euphoric, Happy, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Sweet,,19.7132,0.14909,Flower Lot,1,Indica,98,100,43,1,1,0,0,1
115315,Face Off OG,Indica,Pain, Stress, Insomnia, Lack of Appetite, Depression,Relaxed, Sleepy, Hungry, Euphoric, Happy, Dry Mouth,,,Earthy, Citrus, Pine,21.7295,0.16663,Flower Lot,1,Indica,282,139,56,1,1,0,0,1
116223,Dream Beaver,Hybrid,Muscle Spasms, Pain, Seizures,,,Uplifted, Talkative, Energetic, Creative, Focused, Dry Mouth, Anxious,,Pineapple, Earthy,,16.8552,0.23679,Flower Lot,1,Sativa,998,148,133,1,1,0,0,1
116229,Hulkamania,Indica,Depression, Inflammation, Insomnia, Lack of Appetite,,Horny, Tingly, Uplifted, Euphoric, Happy,,,,Sweet, Berry,,16.3206,0.13155,Flower Lot,1,Indica,1245,151,3,1,1,0,0,1
117882,Lemon Meringue,Hybrid,Depression, Stress, Pain,,,Uplifted, Happy, Creative, Energetic, Talkative, Anxious,,,Lemon, Citrus, Sweet,17.839,0.11401,Flower Lot,1,Sativa,545,139,139,1,1,0,0,1
119729,East Coast Sour Diesel,Sativa,Muscle Spasms, Stress, Pain, Depression, Inflammation,Happy, Focused, Energetic, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Citrus, Lemon,,18.7493,0.11401,Flower Lot,1,Sativa,334,129,31,1,1,0,0,1
121080,Brandywine,Indica,,,,,,Sleepy, Talkative, Tingly, Uplifted, Euphoric,,,,,,,22.94,0.1,Flower Lot,1,Indica,1691,149,64,1,1,0,0,1
122150,Frida,Indica,Pain, Inflammation, Stress, Muscle Spasms, Depression,Relaxed, Happy, Creative, Horny, Uplifted, Anxious,,,Lemon, Earthy, Pine,7.71,12.81,Flower Lot,2,Indica,1638,142,31,2,0,1,0,1
124043,Elphinstone,Hybrid,Depression, Pain, Stress,,,Happy, Uplifted, Creative, Focused, Relaxed, Anxious,,,Citrus, Pine,,18.4308,0.4354,Flower Lot,1,Sativa,1625,152,32,1,1,0,0,1
124559,Rocklock,Hybrid,Stress, Depression, Muscle Spasms, Inflammation,,Relaxed, Uplifted, Happy, Euphoric, Sleepy, Dry Mouth, Paranoid,,Earthy,,,17.5761,0.12278,Flower Lot,1,Indica,1140,149,8,1,1,0,0,1
125073,Ambrosia,Hybrid,,,,,,Uplifted,Euphoric,Relaxed,Creative,Focused,,,,,,,29.0394,0,Flower Lot,1,Hybrid,868,147,11,1,1,0,0,1
125348,Bangi Haze,Hybrid,Inflammation, Stress,,,,Horny, Uplifted, Euphoric, Hungry,,,,,Berry,,,65.4157,0,Hash,1,,,,,,,,,
127113,Outer Space,Hybrid,Stress, Pain, Depression, Lack of Appetite,,Uplifted, Energetic, Happy, Creative, Euphoric, Dry Mouth, Anxious, Paranoid,Citrus, Sweet, Pine,68.2863,0.3508,Hydrocarbon Wax,1,Sativa,718,134,4,1,1,0,0,1
127118,Herijuana,Hybrid,Stress, Pain, Insomnia, Depression,,Relaxed, Sleepy, Happy, Uplifted, Euphoric, Dry Mouth, Paranoid, Anxious,Earthy, Pine,,69.4083,0.39465,Hydrocarbon Wax,1,Indica,223,97,7,1,1,0,0,1
127591,Pineapple Haze,Hybrid,Depression, Stress, Lack of Appetite,,,Relaxed, Euphoric, Happy, Uplifted, Focused, Dry Mouth, Paranoid,,Pineapple, Citrus,,12.2949,0.06139,Flower Lot,1,Sativa,443,136,10,1,1,0,0,1
128978,Lemon Jack,Hybrid,Stress, Depression, Pain,,,Energetic, Happy, Relaxed, Euphoric, Dry Mouth, Anxious, Paranoid,,Lemon, Citrus, Earthy,19.0647,0.20171,Flower Lot,1,Sativa,362,134,36,1,1,0,0,1
128992,Jack Smack,Sativa,Depression, Stress, Lack of Appetite,,,Energetic, Uplifted, Focused, Happy, Creative, Dry Mouth,,,Blueberry, Earthy,,16.5614,0,Flower Lot,1,Sativa,1634,148,3,1,1,0,0,1
129525,Blueberry Pie,Hybrid,,,,,,,,,,,,,,Sweet,Chemical,Citrus,19.7,0.1,Flower Lot,1,Hybrid,702,110,17,1,1,0,0,1
130954,Pamelina,Indica,Depression, Insomnia, Lack of Appetite, Nausea, Stress,Euphoric, Relaxed, Sleepy, Uplifted, Creative, Dry Mouth,,,,,,24.0513,0.16663,Flower Lot,1,,,,,,,,,
131541,Green Haze,Sativa,Pain, Stress, Nausea, Depression, Lack of Appetite,Happy, Talkative, Creative, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy,,,65.29,1.66,Hydrocarbon Wax,1,,,,,,,,,
133258,CBD Critical Cure,Indica,Pain, Stress, Inflammation, Muscle Spasms, Depression,Relaxed, Uplifted, Happy, Hungry, Focused, Dry Mouth, Anxious,,Earthy, Sweet,,8.3529,13.3,Flower Lot,2,Indica,503,127,42,2,0.1666667,0.8333333,0,0.8333333
133817,Yumboldt,Hybrid,Insomnia, Pain, Stress, Depression, Muscle Spasms,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid,,Citrus, Earthy, Sweet,21.51255,0,Flower Lot,1,Indica,1061,145,12,1,0.8333333,0.1666667,0,0.8333333
134088,ASH,Hybrid,,,,,,Relaxed,Happy,Uplifted,Euphoric,Sleepy,,,,,,,21.9988,0,Flower Lot,1,,,,,,,,,
135894,Blue Bastard,Indica,Stress, Insomnia, Pain, Depression, Muscle Spasms,Euphoric, Happy, Sleepy, Uplifted, Creative, Dry Mouth, Paranoid,,Berry, Pine,,22.4512,0,Flower Lot,1,Indica,1642,151,29,1,1,0,0,1
136333,Dr. Funk,Hybrid,Stress, Insomnia, Lack of Appetite, Pain, Depression,Euphoric, Relaxed, Happy, Uplifted, Tingly, Dry Mouth,,,Earthy, Berry, Blueberry,71.33,1.34,Hydrocarbon Wax,1,Indica,1082,149,11,1,1,0,0,1
136914,Electric Lemon G,Hybrid,Stress, Depression, Pain, Lack of Appetite,,Euphoric, Focused, Energetic, Happy, Uplifted, Dry Mouth, Paranoid, Anxious,Lemon, Citrus, Lime,10.3655,0.07893,Flower Lot,1,Sativa,926,135,45,1,1,0,0,1
141355,Sugar Momma,Hybrid,,,,,,,,,,,,,,Earthy,Woody,Citrus,23.5496,0,Flower Lot,1,Indica,827,147,32,1,1,0,0,1
141454,Crouching Tiger Hidden Alien,Indica,Stress, Inflammation, Muscle Spasms, Nausea, Pain,Relaxed, Happy, Euphoric, Tingly, Uplifted, Dry Mouth,,,Earthy, Pine,,16.5,0.59,Flower Lot,1,Indica,1478,147,5,1,1,0,0,1
141726,Pakistani Chitral Kush,Indica,Stress, Insomnia, Pain, Muscle Spasms, Lack of Appetite,Relaxed, Happy, Hungry, Tingly, Uplifted, Dry Mouth,,,Earthy, Sweet, Berry,20.2448,0,Flower Lot,1,Indica,596,145,19,1,1,0,0,1
147701,Tesla Tower,Sativa,Depression, Pain, Stress,,,Tingly, Uplifted, Relaxed, Creative, Energetic,,,,Pepper, Sweet, Berry,19.6086,0.19294,Flower Lot,1,Sativa,1371,148,12,1,1,0,0,1
148794,Emerald OG,Hybrid,Stress, Depression, Insomnia, Nausea,,Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Anxious,,Citrus,,,14.7051,0.12278,Flower Lot,1,Indica,561,146,31,1,1,0,0,1
149424,Sonoma Coma,Hybrid,Depression, Stress, Pain, Lack of Appetite, Nausea,Euphoric, Happy, Uplifted, Relaxed, Energetic, Dry Mouth, Paranoid,,Citrus,,,25.0437,0,Flower Lot,1,Sativa,1033,149,4,1,1,0,0,1
149520,Flo OG,Indica,Pain, Stress, Inflammation, Insomnia,,Happy, Relaxed, Euphoric, Focused, Creative, Dry Mouth,,,Sweet, Berry,,14.9911,0.07893,Flower Lot,1,Indica,967,144,226,1,1,0,0,1
150992,VCDC,Hybrid,,,,,,Relaxed,Happy,Euphoric,Focused,Uplifted,,,,,,,10.5069,12.201,Flower Lot,2,Hybrid,756,142,2,2,0,1,0,1
151161,Hubbabubbasmelloscope,Hybrid,,,,,,,,,,,,,,Sweet,Pungent,Flowery,63.86186,0.21925,CO2 Hash Oil,1,,,,,,,,,
151952,Tesla,Hybrid,,,,,,Uplifted,Relaxed,Happy,Euphoric,Giggly,,,,,,,4.16019,7.31894,Flower Lot,2,Hybrid,1508,149,11,2,0,1,0,1
154875,Hashberry,Hybrid,Pain, Insomnia, Lack of Appetite, Muscle Spasms,,Relaxed, Happy, Euphoric, Uplifted, Tingly, Dry Mouth, Paranoid, Anxious,Berry, Sweet,,22.1,0.45,Flower Lot,1,Indica,653,139,7,1,1,0,0,1
155079,Trix,Hybrid,Stress, Depression,,,,Happy, Talkative, Uplifted, Energetic, Anxious,,,,Sweet, Berry, Grape,74.84,0.28,Hydrocarbon Wax,1,Sativa,1540,150,2,1,1,0,0,1
155135,Sirius Black,Indica,Stress, Pain, Depression, Muscle Spasms,,Relaxed, Uplifted, Happy, Euphoric, Sleepy, Dry Mouth,,,Sweet, Grape,,8.52412,0.06139,Flower Lot,1,Indica,556,128,4,1,1,0,0,1
155504,Locomotion,Hybrid,Stress, Pain, Depression, Nausea,,Euphoric, Relaxed, Happy, Talkative, Dry Mouth, Paranoid, Anxious,,Earthy,,,26.4191,0,Flower Lot,1,Indica,769,143,10,1,1,0,0,1
156996,Rocky Mountain Blueberry,Indica,Stress, Depression, Pain,,,Euphoric, Uplifted, Relaxed, Energetic, Talkative, Dry Mouth, Paranoid,,Blueberry, Berry, Sweet,22.2742,0,Flower Lot,1,Indica,1264,150,9,1,1,0,0,1
157092,Gummo,Hybrid,,,,,,Euphoric,Uplifted,Happy,Relaxed,Aroused,,,,,,,74.9568,0,Hydrocarbon Wax,1,Indica,1191,148,3,1,1,0,0,1
157180,Funfetti,Hybrid,,,,,,Happy,Relaxed,Euphoric,Energetic,Uplifted,,,,,,,13.99692,0,Flower Lot,1,Hybrid,1608,151,3,1,1,0,0,1
160624,Dark Matter,Hybrid,,,,,,,,,,,,,,Citrus,Blueberry,Strawberry,14.5228,0.09647,Flower Lot,1,,,,,,,,,
162165,Anesthesia,Indica,Pain, Stress, Insomnia, Lack of Appetite,,Hungry, Sleepy, Happy, Euphoric, Creative, Paranoid, Anxious,,Earthy,,,13.9504,0.36524,Flower Lot,1,Indica,1196,151,4,1,1,0,0,1
162166,Sinai,Sativa,Lack of Appetite, Stress,,,,Euphoric, Uplifted, Relaxed, Talkative, Happy,,,,Pepper,,,10.6509,0.51064,Flower Lot,1,,,,,,,,,
164979,Purple Candy,Hybrid,Insomnia, Stress, Pain, Depression, Muscle Spasms,Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid,,Sweet, Grape, Earthy,13.364,0.11401,Flower Lot,1,Indica,211,99,14,1,1,0,0,1
168294,Tardis,Hybrid,Depression, Stress, Nausea, Pain,,Talkative, Energetic, Happy, Creative, Uplifted, Dry Mouth,,,Sweet, Earthy,,23.52991,0.0877,Flower Lot,1,Sativa,1374,148,2,1,1,0,0,1
169149,Purple Panty Dropper,Hybrid,Stress, Pain, Muscle Spasms, Insomnia, Depression,Relaxed, Uplifted, Euphoric, Horny, Happy, Dry Mouth, Anxious, Paranoid,Berry, Grape, Earthy,7.83883,0.33326,Flower Lot,1,Indica,442,136,2,1,1,0,0,1
171479,Thunderstruck,Sativa,Depression, Inflammation, Pain, Stress,,Happy, Relaxed, Tingly, Uplifted, Talkative,,,,Pine,,,6.98564,6.26617,Flower Lot,2,Sativa,1266,147,8,2,0,1,0,1
172850,Grape Inferno,Hybrid,Insomnia, Pain, Stress, Depression, Inflammation,Relaxed, Sleepy, Hungry, Focused, Happy, Dry Mouth, Paranoid, Anxious,Citrus,,,27.1592,0,Flower Lot,1,Indica,1180,148,2,1,1,0,0,1
173677,Purple Chemdawg,Indica,Pain, Stress, Depression, Insomnia,,Relaxed, Euphoric, Happy, Uplifted, Creative, Dry Mouth, Anxious,,Grape, Earthy, Sweet,19.2201,0.13155,Flower Lot,1,Indica,414,133,11,1,1,0,0,1
173834,Darth Vader OG,Indica,Insomnia, Stress, Pain, Depression,,Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid,,Grape, Earthy, Sweet,22.45,0.94,Flower Lot,1,Indica,431,143,26,1,0.7307692,0.2692308,0,0.7307692
174077,Headbanger,Hybrid,,,,,,Happy,Uplifted,Euphoric,Relaxed,Hungry,,,,,,,18.0568,0.11401,Flower Lot,1,Hybrid,491,143,6,1,1,0,0,1
174492,Red Congolese,Hybrid,Stress, Depression, Pain,,,Energetic, Euphoric, Uplifted, Happy, Focused, Dry Mouth, Anxious,,Earthy,,,22.748,0,Flower Lot,1,Sativa,304,126,4,1,1,0,0,1
176052,1024,Hybrid,Stress, Pain, Depression, Inflammation,,Uplifted, Relaxed, Energetic, Creative, Dry Mouth, Anxious,,,Pine,,,11.9587,0.42096,Flower Lot,1,Sativa,398,143,31,1,1,0,0,1
176637,Confidential Cheese,Hybrid,Stress, Pain, Insomnia,,,Sleepy, Relaxed, Happy, Hungry, Creative, Dry Mouth, Anxious, Paranoid,Pine, Sweet,,30.53,0.08,Flower Lot,1,Indica,615,140,49,1,1,0,0,1
177591,Golden Tangie,Sativa,,,,,,Horny, Energetic, Focused, Happy,,,,,,,,21.48832,0,Flower Lot,1,,,,,,,,,
178339,IG Kush,Hybrid,,,,,,,,,,,,,,Earthy,Woody,Sweet,20.73,0.73,Flower Lot,1,Hybrid,1022,147,2,1,1,0,0,1
182898,El Jefe,Hybrid,Depression, Stress, Pain, Insomnia,,Relaxed, Euphoric, Tingly, Happy, Creative, Dry Mouth, Paranoid,,Earthy, Pine,,28.5223,0,Flower Lot,1,Indica,969,149,1,1,1,0,0,1
182899,Grape Cookies,Hybrid,Stress, Muscle Spasms, Pain, Insomnia,,Relaxed, Happy, Sleepy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious,Grape, Sweet, Berry,26.6346,0,Flower Lot,1,Indica,1076,145,9,1,1,0,0,1
182906,The Cough,Sativa,Stress, Pain, Depression, Nausea,,Uplifted, Focused, Relaxed, Hungry, Euphoric, Dry Mouth, Anxious,,Pine, Citrus,,24.8052,0,Flower Lot,1,Sativa,1263,149,1,1,1,0,0,1
183048,Misty Kush,Indica,Muscle Spasms, Pain, Insomnia,,,Happy, Euphoric, Relaxed, Uplifted, Talkative, Dry Mouth, Paranoid,,Sweet, Mango, Lemon,17.7161,0.67529,Flower Lot,1,Indica,1102,149,2,1,1,0,0,1
183546,Lemon Cake,Hybrid,Stress,,,,,Happy, Relaxed, Creative, Energetic, Euphoric,,,,Lemon, Sweet,,25.7822,0,Flower Lot,1,,,,,,,,,
183743,Nicole Kush,Hybrid,Insomnia, Depression,,,,Relaxed, Euphoric, Sleepy, Uplifted, Dry Mouth,,,,Earthy, Sweet,,21.67003,0.08139,Flower Lot,1,Indica,780,151,8,1,1,0,0,1
187786,Diamond OG,Hybrid,Stress, Pain, Insomnia, Depression, Lack of Appetite,Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious,Earthy, Pine,,30.3303,0,Flower Lot,1,Indica,145,107,3,1,1,0,0,1
187955,13,,,,,,,,,,,,,,,Honey,Earthy,Woody,21.3972,0,Flower Lot,1,,,,,,,,,
189939,Belladonna,Hybrid,,,,,,Happy,Sleepy,Giggly,Euphoric,Uplifted,,,,,,,12.31,0.06,Flower Lot,1,Hybrid,1173,152,5,1,1,0,0,1
189944,White Haze,Hybrid,Stress, Depression, Lack of Appetite, Nausea,,Focused, Creative, Energetic, Euphoric, Happy, Dry Mouth,,,Lemon, Pine, Citrus,21.07,0.05,Flower Lot,1,Sativa,988,151,2,1,1,0,0,1
194938,Voodoo,Hybrid,Pain, Insomnia, Stress,,,Relaxed, Sleepy, Hungry, Tingly, Euphoric, Dry Mouth, Paranoid, Anxious,Citrus,,,15.0828,0.4385,Flower Lot,1,Sativa,558,145,2,1,1,0,0,1
